"","dyad","edge","edge_sd","nAssociations","A","B","sexA","sexB","dyadicSex","dSex","absAgeA","absAgeB","ageDiff","resA","resB","dyadicResidency","dRes","P(k1)","P(k2)","P(k3)","likely.k"
"1","101_102",0.0270065324554159,0.0282114786676091,1,"101","102","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.130727,0.76065,0.108623,2
"2","101_118",0.0113948316628514,0.0196058918093538,0,"101","118","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.468158,0.473896,0.057946,2
"3","101_120",0.0106235491655108,0.017009653127235,0,"101","120","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.477564,0.471014,0.051422,1
"4","101_124",0.0105920837649855,0.0185123125220636,0,"101","124","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.477564,0.471014,0.051422,1
"5","101_15",0.0107701895658834,0.0180768968415397,0,"101","15","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.486702,0.467709,0.045589,1
"6","101_16",0.175625982184901,0.141005366391223,2,"101","16","Male","Male","Male_Male","M-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.002888,0.200023,0.797088,3
"7","101_18",0.00970915950012331,0.0147776255453278,0,"101","18","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.512675,0.45571,0.031616,1
"8","101_21",0.0102303412118904,0.0166139329981556,0,"101","21","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.495588,0.464028,0.040384,1
"9","101_28",0.0115669954436985,0.0205739672135103,0,"101","28","Male","Male","Male_Male","M-M",44,42,2,"Resident","Resident","Resident_Resident","R-R",0.458465,0.476305,0.06523,2
"10","101_291",0.00884365835295395,0.0140018701749171,0,"101","291","Male","Male","Male_Male","M-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.536825,0.44138,0.021795,1
"11","101_3",0.00814853309401863,0.0122967688932725,0,"101","3","Male","Male","Male_Male","M-M",44,45,1,"Resident","Resident","Resident_Resident","R-R",0.566809,0.420011,0.01318,1
"12","101_355",0.010760957557249,0.0175392399826483,0,"101","355","Male","Male","Male_Male","M-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.477564,0.471014,0.051422,1
"13","101_37",0.0379854497476365,0.043688779736463,1,"101","37","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.088777,0.652711,0.258512,2
"14","101_413",0.0104033818053976,0.0170247365485413,0,"101","413","Male","Male","Male_Male","M-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.486702,0.467709,0.045589,1
"15","101_45",0.00829418697255289,0.0128762637272739,0,"101","45","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.566809,0.420011,0.01318,1
"16","101_452",0.0118708113177865,0.0209111226229049,0,"101","452","Male","Male","Male_Male","M-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.458465,0.476305,0.06523,2
"17","101_480",0.0102700845246065,0.0165081512233165,0,"101","480","Male","Male","Male_Male","M-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.495588,0.464028,0.040384,1
"18","101_496",0.342728844571013,0.189093703608615,3,"101","496","Male","Male","Male_Male","M-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",8.4e-05,0.046919,0.952997,3
"19","101_504",0.0114618444226526,0.0212863540330036,0,"101","504","Male","Male","Male_Male","M-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.468158,0.473896,0.057946,2
"20","101_509",0.0113038748715846,0.0199745266107406,0,"101","509","Male","Male","Male_Male","M-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.468158,0.473896,0.057946,2
"21","101_549",0.0107656516607701,0.0178527026116201,0,"101","549","Male","Male","Male_Male","M-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.468158,0.473896,0.057946,2
"22","101_558",0.0116717317149808,0.0198185488910086,0,"101","558","Male","Male","Male_Male","M-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.458465,0.476305,0.06523,2
"23","101_562",0.0112667580626478,0.0193425427052717,0,"101","562","Male","Male","Male_Male","M-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.458465,0.476305,0.06523,2
"24","101_74",0.0108998738070697,0.0190033764260707,0,"101","74","Male","Male","Male_Male","M-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.477564,0.471014,0.051422,1
"25","101_76",0.00884105547675764,0.0139434685786447,0,"101","76","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.536825,0.44138,0.021795,1
"26","101_92",0.0117936015175018,0.02093028220998,0,"101","92","Male","Male","Male_Male","M-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.458465,0.476305,0.06523,2
"27","102_1114",0.00706672956229052,0.00928034970255453,0,"102","1114","Male","Male","Male_Male","M-M",44,37,7,"Resident","Resident","Resident_Resident","R-R",0.627716,0.368119,0.004165,1
"28","102_1123",0.0107976439427193,0.0175559044328264,0,"102","1123","Male","Male","Male_Male","M-M",44,37,7,"Resident","Transient","Resident_Transient","R-T",0.486702,0.467709,0.045589,1
"29","102_1173",0.0078504041368214,0.0112813366436637,0,"102","1173","Male","Male","Male_Male","M-M",44,37,7,"Resident","Resident","Resident_Resident","R-R",0.581034,0.408741,0.010224,1
"30","102_1179",0.0106936058704496,0.0178856524930253,0,"102","1179","Male","Male","Male_Male","M-M",44,37,7,"Resident","Transient","Resident_Transient","R-T",0.486702,0.467709,0.045589,1
"31","102_118",0.00616084003780453,0.00813169900890397,0,"102","118","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.699035,0.300094,0.000871,1
"32","102_120",0.0050626485102529,0.00663047169578963,0,"102","120","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.812945,0.18702,3.6e-05,1
"33","102_124",0.00614626827874433,0.00774432580141084,0,"102","124","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.693464,0.305542,0.000994,1
"34","102_1292",0.0765768658272059,0.0595405372825169,2,"102","1292","Male","Male","Male_Male","M-M",44,36,8,"Resident","Transient","Resident_Transient","R-T",0.007432,0.40732,0.585248,3
"35","102_1293",0.185285235004423,0.114152795143362,3,"102","1293","Male","Male","Male_Male","M-M",44,36,8,"Resident","Transient","Resident_Transient","R-T",0.000163,0.07983,0.920007,3
"36","102_1345",0.0100818730386713,0.0160364297960207,0,"102","1345","Male","Male","Male_Male","M-M",44,36,8,"Resident","Transient","Resident_Transient","R-T",0.50424,0.460015,0.035745,1
"37","102_1424",0.0102477234467136,0.017137859486672,0,"102","1424","Male","Male","Male_Male","M-M",44,35,9,"Resident","Transient","Resident_Transient","R-T",0.495588,0.464028,0.040384,1
"38","102_1458",0.0477311557844301,0.0292591253444443,3,"102","1458","Male","Male","Male_Male","M-M",44,35,9,"Resident","Resident","Resident_Resident","R-R",0.004335,0.833349,0.162317,2
"39","102_15",0.00831131771184947,0.0127629246791009,0,"102","15","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.573979,0.414411,0.01161,1
"40","102_16",0.0142511043310003,0.0131219622228652,1,"102","16","Male","Male","Male_Male","M-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.287683,0.70991,0.002407,2
"41","102_1676",0.0080653156774915,0.0120501840948864,0,"102","1676","Male","Male","Male_Male","M-M",44,34,10,"Resident","Resident","Resident_Resident","R-R",0.581034,0.408741,0.010224,1
"42","102_1696",0.013770802624962,0.0279653158578814,0,"102","1696","Male","Male","Male_Male","M-M",44,34,10,"Resident","Transient","Resident_Transient","R-T",0.427481,0.480135,0.092384,2
"43","102_1739",0.0489255432887479,0.0306314823822025,3,"102","1739","Male","Male","Male_Male","M-M",44,32,12,"Resident","Resident","Resident_Resident","R-R",0.003953,0.800465,0.195582,2
"44","102_1779",0.008673569385339,0.0137852191643716,0,"102","1779","Male","Male","Male_Male","M-M",44,31,13,"Resident","Resident","Resident_Resident","R-R",0.559518,0.425527,0.014955,1
"45","102_18",0.00596435778080027,0.00806825183715516,0,"102","18","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.709979,0.289352,0.00067,1
"46","102_1829",0.0234485254295578,0.0233905806115269,1,"102","1829","Male","Male","Male_Male","M-M",44,31,13,"Resident","Resident","Resident_Resident","R-R",0.153293,0.783246,0.063462,2
"47","102_1924",0.0502460238169112,0.0606863053608744,1,"102","1924","Male","Male","Male_Male","M-M",44,31,13,"Resident","Transient","Resident_Transient","R-T",0.070214,0.572796,0.35699,2
"48","102_1966",0.0370757314809922,0.0423144219893481,1,"102","1966","Male","Male","Male_Male","M-M",44,31,13,"Resident","Transient","Resident_Transient","R-T",0.093486,0.669697,0.236817,2
"49","102_2028",0.0193044532562953,0.0191718762574829,1,"102","2028","Male","Male","Male_Male","M-M",44,31,13,"Resident","Resident","Resident_Resident","R-R",0.198307,0.781314,0.02038,2
"50","102_2048",0.0336992155126404,0.0248136874724035,2,"102","2048","Male","Male","Male_Male","M-M",44,31,13,"Resident","Resident","Resident_Resident","R-R",0.032273,0.899848,0.067879,2
"51","102_21",0.00813186152122275,0.0120553160380718,0,"102","21","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.581034,0.408741,0.010224,1
"52","102_2102",0.0077939335032029,0.0110944467334238,0,"102","2102","Male","Male","Male_Male","M-M",44,34,10,"Resident","Resident","Resident_Resident","R-R",0.587983,0.403016,0.009001,1
"53","102_2232",0.0136430533455774,0.0277522859139219,0,"102","2232","Male","Male","Male_Male","M-M",44,30,14,"Resident","Transient","Resident_Transient","R-T",0.427481,0.480135,0.092384,2
"54","102_2233",0.0130147016697034,0.026672685501577,0,"102","2233","Male","Male","Male_Male","M-M",44,30,14,"Resident","Transient","Resident_Transient","R-T",0.438144,0.479483,0.082373,2
"55","102_28",0.0137187847549379,0.0124208816884662,1,"102","28","Male","Male","Male_Male","M-M",44,42,2,"Resident","Resident","Resident_Resident","R-R",0.309714,0.688802,0.001484,2
"56","102_291",0.00761825632545776,0.0109059985438915,0,"102","291","Male","Male","Male_Male","M-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.614816,0.379794,0.00539,1
"57","102_293",0.00757253430172418,0.010604914911163,0,"102","293","Male","Male","Male_Male","M-M",44,32,12,"Resident","Resident","Resident_Resident","R-R",0.587983,0.403016,0.009001,1
"58","102_3",0.00468707964897056,0.00571390313808783,0,"102","3","Male","Male","Male_Male","M-M",44,45,1,"Resident","Resident","Resident_Resident","R-R",0.859038,0.140956,6e-06,1
"59","102_3009",0.0173595069060231,0.0169230971161437,1,"102","3009","Male","Male","Male_Male","M-M",44,27,17,"Resident","Resident","Resident_Resident","R-R",0.216933,0.770299,0.012768,2
"60","102_3012",0.01858627767654,0.0194223097076226,1,"102","3012","Male","Male","Male_Male","M-M",44,27,17,"Resident","Resident","Resident_Resident","R-R",0.202912,0.778947,0.018141,2
"61","102_3098",0.00832230986619397,0.0123897181289437,0,"102","3098","Male","Male","Male_Male","M-M",44,27,17,"Resident","Resident","Resident_Resident","R-R",0.552096,0.43094,0.016963,1
"62","102_33",0.00593290929596739,0.0076119641817582,0,"102","33","Male","Male","Male_Male","M-M",44,37,7,"Resident","Resident","Resident_Resident","R-R",0.709979,0.289352,0.00067,1
"63","102_355",0.00859601321831249,0.0128295795869023,0,"102","355","Male","Male","Male_Male","M-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.566809,0.420011,0.01318,1
"64","102_37",0.00493343724984585,0.00617726359181794,0,"102","37","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.828254,0.171725,2.1e-05,1
"65","102_4104",0.00810242058745242,0.0124699070527924,0,"102","4104","Male","Male","Male_Male","M-M",44,26,18,"Resident","Resident","Resident_Resident","R-R",0.581034,0.408741,0.010224,1
"66","102_413",0.00556764615365267,0.00731731799487669,0,"102","413","Male","Male","Male_Male","M-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.770108,0.229756,0.000136,1
"67","102_45",0.0032561180035454,0.0035136014511968,0,"102","45","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.961247,0.038753,0,1
"68","102_452",0.00861722433553513,0.0125426924505418,0,"102","452","Male","Male","Male_Male","M-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.552096,0.43094,0.016963,1
"69","102_480",0.0121143903232944,0.0107013143471891,1,"102","480","Male","Male","Male_Male","M-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.368173,0.631389,0.000438,2
"70","102_496",0.00810370483279676,0.0124304734974439,0,"102","496","Male","Male","Male_Male","M-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.566809,0.420011,0.01318,1
"71","102_5001",0.027865095153975,0.0292104282165823,1,"102","5001","Male","Male","Male_Male","M-M",44,22,22,"Resident","Resident","Resident_Resident","R-R",0.126151,0.753356,0.120493,2
"72","102_5003",0.00587819278275465,0.00778225420011131,0,"102","5003","Male","Male","Male_Male","M-M",44,23,21,"Resident","Resident","Resident_Resident","R-R",0.725901,0.273648,0.000451,1
"73","102_5018",0.0188724624932671,0.0183772768907462,1,"102","5018","Male","Male","Male_Male","M-M",44,22,22,"Resident","Resident","Resident_Resident","R-R",0.19373,0.783384,0.022886,2
"74","102_5019",0.0078566472235476,0.0114764633378966,0,"102","5019","Male","Male","Male_Male","M-M",44,23,21,"Resident","Resident","Resident_Resident","R-R",0.59483,0.397248,0.007921,1
"75","102_5031",0.0227408199888272,0.0237851274589667,1,"102","5031","Male","Male","Male_Male","M-M",44,23,21,"Resident","Resident","Resident_Resident","R-R",0.162234,0.786938,0.050828,2
"76","102_5036",0.00584058895695608,0.00761303797685882,0,"102","5036","Male","Male","Male_Male","M-M",44,23,21,"Resident","Resident","Resident_Resident","R-R",0.715352,0.284061,0.000587,1
"77","102_504",0.00856300128532141,0.0127628963672962,0,"102","504","Male","Male","Male_Male","M-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.559518,0.425527,0.014955,1
"78","102_5044",0.00852688586294483,0.0128305968639868,0,"102","5044","Male","Male","Male_Male","M-M",44,23,21,"Resident","Resident","Resident_Resident","R-R",0.566809,0.420011,0.01318,1
"79","102_5049",0.00922169724759464,0.0145444876656578,0,"102","5049","Male","Male","Male_Male","M-M",44,22,22,"Resident","Transient","Resident_Transient","R-T",0.528953,0.446361,0.024686,1
"80","102_5061",0.00665089526873968,0.00900350379848964,0,"102","5061","Male","Male","Male_Male","M-M",44,22,22,"Resident","Resident","Resident_Resident","R-R",0.652601,0.344919,0.00248,1
"81","102_5068",0.042580452667194,0.0327474865885123,2,"102","5068","Male","Male","Male_Male","M-M",44,22,22,"Resident","Resident","Resident_Resident","R-R",0.021914,0.792408,0.185678,2
"82","102_5071",0.0202872259305022,0.0200373316380689,1,"102","5071","Male","Male","Male_Male","M-M",44,22,22,"Resident","Resident","Resident_Resident","R-R",0.175654,0.788115,0.036231,2
"83","102_5075",0.0193198875668547,0.0187311218195841,1,"102","5075","Male","Male","Male_Male","M-M",44,23,21,"Resident","Resident","Resident_Resident","R-R",0.198307,0.781314,0.02038,2
"84","102_509",0.00641402195691399,0.00855262838962581,0,"102","509","Male","Male","Male_Male","M-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.664615,0.333474,0.001911,1
"85","102_5137",0.010698518863546,0.0175042629726706,0,"102","5137","Male","Male","Male_Male","M-M",44,23,21,"Resident","Resident","Resident_Resident","R-R",0.486702,0.467709,0.045589,1
"86","102_5158",0.00658371711882652,0.00860997895878262,0,"102","5158","Male","Male","Male_Male","M-M",44,23,21,"Resident","Resident","Resident_Resident","R-R",0.658643,0.33918,0.002177,1
"87","102_5161",0.00940491275712869,0.0159138080067637,0,"102","5161","Male","Male","Male_Male","M-M",44,23,21,"Resident","Resident","Resident_Resident","R-R",0.528953,0.446361,0.024686,1
"88","102_5165",0.0616905882045634,0.0384680162638681,3,"102","5165","Male","Male","Male_Male","M-M",44,23,21,"Resident","Resident","Resident_Resident","R-R",0.00216,0.567282,0.430558,2
"89","102_5194",0.00740212393308042,0.0106958629512392,0,"102","5194","Male","Male","Male_Male","M-M",44,22,22,"Resident","Resident","Resident_Resident","R-R",0.627716,0.368119,0.004165,1
"90","102_549",0.0054188399015956,0.00723251350193584,0,"102","549","Male","Male","Male_Male","M-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.783651,0.216257,9.1e-05,1
"91","102_558",0.0059711971410815,0.00790889379000114,0,"102","558","Male","Male","Male_Male","M-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.699035,0.300094,0.000871,1
"92","102_562",0.00863967867612606,0.0131080301656838,0,"102","562","Male","Male","Male_Male","M-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.552096,0.43094,0.016963,1
"93","102_6000",0.0115354859192902,0.0184108674031641,0,"102","6000","Male","Male","Male_Male","M-M",44,20,24,"Resident","Transient","Resident_Transient","R-T",0.458465,0.476305,0.06523,2
"94","102_6001",0.0118039742645496,0.0195316620395733,0,"102","6001","Male","Male","Male_Male","M-M",44,20,24,"Resident","Transient","Resident_Transient","R-T",0.458465,0.476305,0.06523,2
"95","102_6003",0.0076131866298629,0.0114741883570887,0,"102","6003","Male","Male","Male_Male","M-M",44,20,24,"Resident","Resident","Resident_Resident","R-R",0.601582,0.391449,0.006969,1
"96","102_6005",0.0131796894048289,0.0260006899449848,0,"102","6005","Male","Male","Male_Male","M-M",44,20,24,"Resident","Transient","Resident_Transient","R-T",0.438144,0.479483,0.082373,2
"97","102_6014",0.0126153325558541,0.0233771920260268,0,"102","6014","Male","Male","Male_Male","M-M",44,20,24,"Resident","Transient","Resident_Transient","R-T",0.448466,0.478187,0.073347,2
"98","102_6016",0.0536869091269386,0.0413276877925241,2,"102","6016","Male","Male","Male_Male","M-M",44,20,24,"Resident","Resident","Resident_Resident","R-R",0.014016,0.623946,0.362038,2
"99","102_6017",0.0081289875202875,0.0116461920218717,0,"102","6017","Male","Male","Male_Male","M-M",44,20,24,"Resident","Resident","Resident_Resident","R-R",0.559518,0.425527,0.014955,1
"100","102_606",0.00633781405479046,0.00830225744156355,0,"102","606","Male","Male","Male_Male","M-M",44,36,8,"Resident","Resident","Resident_Resident","R-R",0.676355,0.322173,0.001472,1
"101","102_6102",0.00916606998655849,0.0133186395054201,0,"102","6102","Male","Male","Male_Male","M-M",44,18,26,"Resident","Resident","Resident_Resident","R-R",0.528953,0.446361,0.024686,1
"102","102_6105",0.025304357666379,0.0261909643632721,1,"102","6105","Male","Male","Male_Male","M-M",44,18,26,"Resident","Resident","Resident_Resident","R-R",0.139807,0.772278,0.087915,2
"103","102_6110",0.0126221594948093,0.0238192627753497,0,"102","6110","Male","Male","Male_Male","M-M",44,18,26,"Resident","Transient","Resident_Transient","R-T",0.448466,0.478187,0.073347,2
"104","102_6112",0.00901189133520132,0.0138882434915474,0,"102","6112","Male","Male","Male_Male","M-M",44,18,26,"Resident","Resident","Resident_Resident","R-R",0.536825,0.44138,0.021795,1
"105","102_6122",0.00899349535290973,0.0138109785945963,0,"102","6122","Male","Male","Male_Male","M-M",44,18,26,"Resident","Resident","Resident_Resident","R-R",0.544536,0.436232,0.019232,1
"106","102_6123",0.00966571313972012,0.0149839403315966,0,"102","6123","Male","Male","Male_Male","M-M",44,18,26,"Resident","Resident","Resident_Resident","R-R",0.536825,0.44138,0.021795,1
"107","102_6133",0.0092176070887211,0.0147154666159037,0,"102","6133","Male","Male","Male_Male","M-M",44,18,26,"Resident","Resident","Resident_Resident","R-R",0.520908,0.451147,0.027945,1
"108","102_6138",0.00935053225432381,0.0154807193430009,0,"102","6138","Male","Male","Male_Male","M-M",44,18,26,"Resident","Resident","Resident_Resident","R-R",0.528953,0.446361,0.024686,1
"109","102_6139",0.00982676622120678,0.016262721306957,0,"102","6139","Male","Male","Male_Male","M-M",44,18,26,"Resident","Resident","Resident_Resident","R-R",0.528953,0.446361,0.024686,1
"110","102_6201",0.00877387081834525,0.013317875521842,0,"102","6201","Male","Male","Male_Male","M-M",44,15,29,"Resident","Resident","Resident_Resident","R-R",0.544536,0.436232,0.019232,1
"111","102_6210",0.00848616198450211,0.0126516856152696,0,"102","6210","Male","Male","Male_Male","M-M",44,17,27,"Resident","Resident","Resident_Resident","R-R",0.544536,0.436232,0.019232,1
"112","102_6220",0.00986807162734768,0.016124622883625,0,"102","6220","Male","Male","Male_Male","M-M",44,17,27,"Resident","Resident","Resident_Resident","R-R",0.50424,0.460015,0.035745,1
"113","102_6257",0.00945371715510857,0.0143284085554118,0,"102","6257","Male","Male","Male_Male","M-M",44,17,27,"Resident","Resident","Resident_Resident","R-R",0.512675,0.45571,0.031616,1
"114","102_6421",0.0103009840522741,0.0156742441806717,0,"102","6421","Male","Male","Male_Male","M-M",44,14,30,"Resident","Resident","Resident_Resident","R-R",0.477564,0.471014,0.051422,1
"115","102_74",0.00852176009946316,0.012749061114989,0,"102","74","Male","Male","Male_Male","M-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.566809,0.420011,0.01318,1
"116","102_76",0.00465207496661078,0.00565003071915906,0,"102","76","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.835527,0.164457,1.6e-05,1
"117","102_804",0.00545549860463488,0.00691716162638943,0,"102","804","Male","Male","Male_Male","M-M",44,39,5,"Resident","Resident","Resident_Resident","R-R",0.751122,0.248646,0.000232,1
"118","102_824",0.0056670437020742,0.00711414899424254,0,"102","824","Male","Male","Male_Male","M-M",44,39,5,"Resident","Resident","Resident_Resident","R-R",0.725901,0.273648,0.000451,1
"119","102_92",0.0316691255131839,0.0189827265954858,3,"102","92","Male","Male","Male_Male","M-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.01057,0.98143,0.008,2
"120","102_9907",0.0326989613653252,0.0366052146382776,1,"102","9907","Male","Male","Male_Male","M-M",44,37,7,"Resident","Transient","Resident_Transient","R-T",0.107597,0.71296,0.179443,2
"121","102_9911",0.043599636533876,0.0326837895346025,2,"102","9911","Male","Male","Male_Male","M-M",44,37,7,"Resident","Resident","Resident_Resident","R-R",0.020898,0.775561,0.203541,2
"122","10_101",0.0105677363909653,0.0184668306998223,0,"10","101","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.486702,0.467709,0.045589,1
"123","10_102",0.00496829573536217,0.00606991475574296,0,"10","102","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.808956,0.191003,4.1e-05,1
"124","10_1114",0.0079325833086832,0.0114569562424958,0,"10","1114","Male","Male","Male_Male","M-M",44,37,7,"Resident","Resident","Resident_Resident","R-R",0.587983,0.403016,0.009001,1
"125","10_1123",0.0124090638367942,0.0223781505954625,0,"10","1123","Male","Male","Male_Male","M-M",44,37,7,"Resident","Transient","Resident_Transient","R-T",0.448466,0.478187,0.073347,2
"126","10_1173",0.00867280473281848,0.0131391494983586,0,"10","1173","Male","Male","Male_Male","M-M",44,37,7,"Resident","Resident","Resident_Resident","R-R",0.566809,0.420011,0.01318,1
"127","10_1179",0.0129050664399674,0.0249195797572575,0,"10","1179","Male","Male","Male_Male","M-M",44,37,7,"Resident","Transient","Resident_Transient","R-T",0.448466,0.478187,0.073347,2
"128","10_118",0.0276699671065981,0.0298393844859932,1,"10","118","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.130727,0.76065,0.108623,2
"129","10_120",0.00648169516809883,0.00887079833832875,0,"10","120","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.676355,0.322173,0.001472,1
"130","10_124",0.00916177897112255,0.0137927354394249,0,"10","124","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.536825,0.44138,0.021795,1
"131","10_1292",0.0106285452486849,0.0173877489483933,0,"10","1292","Male","Male","Male_Male","M-M",44,36,8,"Resident","Transient","Resident_Transient","R-T",0.486702,0.467709,0.045589,1
"132","10_1293",0.0119866621955275,0.0214235342312365,0,"10","1293","Male","Male","Male_Male","M-M",44,36,8,"Resident","Transient","Resident_Transient","R-T",0.458465,0.476305,0.06523,2
"133","10_1345",0.0126320574896089,0.0231437596457605,0,"10","1345","Male","Male","Male_Male","M-M",44,36,8,"Resident","Transient","Resident_Transient","R-T",0.438144,0.479483,0.082373,2
"134","10_1424",0.0342154787173839,0.037864564572339,1,"10","1424","Male","Male","Male_Male","M-M",44,35,9,"Resident","Transient","Resident_Transient","R-T",0.102904,0.699821,0.197275,2
"135","10_1458",0.0453366977906003,0.0337583793312148,2,"10","1458","Male","Male","Male_Male","M-M",44,35,9,"Resident","Resident","Resident_Resident","R-R",0.019887,0.757464,0.22265,2
"136","10_15",0.0106786137563922,0.017882167390936,0,"10","15","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.477564,0.471014,0.051422,1
"137","10_16",0.00720423862521171,0.0101480060272842,0,"10","16","Male","Male","Male_Male","M-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.627716,0.368119,0.004165,1
"138","10_1676",0.00938475961818776,0.0150649228245136,0,"10","1676","Male","Male","Male_Male","M-M",44,34,10,"Resident","Resident","Resident_Resident","R-R",0.512675,0.45571,0.031616,1
"139","10_1696",0.0109961676624992,0.0182134326817465,0,"10","1696","Male","Male","Male_Male","M-M",44,34,10,"Resident","Transient","Resident_Transient","R-T",0.477564,0.471014,0.051422,1
"140","10_1739",0.0107734348865581,0.0180245440295623,0,"10","1739","Male","Male","Male_Male","M-M",44,32,12,"Resident","Resident","Resident_Resident","R-R",0.486702,0.467709,0.045589,1
"141","10_1779",0.0108148240986631,0.0195796257083843,0,"10","1779","Male","Male","Male_Male","M-M",44,31,13,"Resident","Resident","Resident_Resident","R-R",0.477564,0.471014,0.051422,1
"142","10_18",0.0083148127196331,0.0122614155075261,0,"10","18","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.559518,0.425527,0.014955,1
"143","10_1829",0.0124363792917821,0.0225922309941418,0,"10","1829","Male","Male","Male_Male","M-M",44,31,13,"Resident","Resident","Resident_Resident","R-R",0.448466,0.478187,0.073347,2
"144","10_1924",0.0125061630463186,0.0224658251163358,0,"10","1924","Male","Male","Male_Male","M-M",44,31,13,"Resident","Transient","Resident_Transient","R-T",0.438144,0.479483,0.082373,2
"145","10_1966",0.0114375884653843,0.0186930437510331,0,"10","1966","Male","Male","Male_Male","M-M",44,31,13,"Resident","Transient","Resident_Transient","R-T",0.486702,0.467709,0.045589,1
"146","10_2028",0.0085742252298655,0.0132494628341452,0,"10","2028","Male","Male","Male_Male","M-M",44,31,13,"Resident","Resident","Resident_Resident","R-R",0.566809,0.420011,0.01318,1
"147","10_2048",0.0102049341349081,0.0163578450435254,0,"10","2048","Male","Male","Male_Male","M-M",44,31,13,"Resident","Resident","Resident_Resident","R-R",0.50424,0.460015,0.035745,1
"148","10_21",0.0104598516230425,0.0176278790303618,0,"10","21","Male","Male","Male_Male","M-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.486702,0.467709,0.045589,1
"149","10_2102",0.00993801776855258,0.0163286762325918,0,"10","2102","Male","Male","Male_Male","M-M",44,34,10,"Resident","Resident","Resident_Resident","R-R",0.50424,0.460015,0.035745,1
