"","dyad",".id","edge","edge_sd","nAssociations","A","B","sexA","sexB","dyadicSex","dSex","absAgeA","absAgeB","ageDiff","resA","resB","dyadicResidency","dRes","likely.k","pk1","pk2","pk3","ageDiff_scaled","wang","wang.low","wang.high"
"316","5001_6105",1,0.00852233673326212,0.0128044279490591,0,"5001","6105","Male","Male","Male_Male","M-M",22,18,4,"Resident","Resident","Resident_Resident","R-R",1,0.616326,0.371709,0.011965,-0.461488522009987,0.2862,-0.0561,0.5229
"317","5001_6118",2,0.0114322474897571,0.0212485494793444,0,"5001","6118","Male","FemaleJ","FemaleJ_Male","F-M",22,18,4,"Resident","Transient","Resident_Transient","R-T",1,0.688615,0.303201,0.008184,-0.3768441387552,-0.4223,-0.9267,-0.014
"318","5001_6133",1,0.0101111415284118,0.0168199083635622,0,"5001","6133","Male","Male","Male_Male","M-M",22,18,4,"Resident","Resident","Resident_Resident","R-R",1,0.56779,0.405188,0.027022,-0.461488522009987,-0.1705,-0.619,0.2096
"319","5001_6203",2,0.0100129704591758,0.0162995412441706,0,"5001","6203","Male","FemaleJ","FemaleJ_Male","F-M",22,17,5,"Resident","Resident","Resident_Resident","R-R",1,0.709065,0.285695,0.00524,-0.226656647633627,0.409,0.139,0.682
"320","5001_6224",2,0.152574938527997,0.124095878845175,2,"5001","6224","Male","FemaleJ","FemaleJ_Male","F-M",22,17,5,"Resident","Resident","Resident_Resident","R-R",2,0.008727,0.531448,0.459825,-0.226656647633627,0.0024,-0.2968,0.3215
"321","5001_76",1,0.00958688063036579,0.0151369168146679,0,"5001","76","Male","Male","Male_Male","M-M",22,44,22,"Resident","Resident","Resident_Resident","R-R",1,0.56779,0.405188,0.027022,2.21026377704976,0.3998,0.2097,0.5537
"322","5001_92",1,0.00850256705828805,0.0135530106058238,0,"5001","92","Male","Male","Male_Male","M-M",22,43,21,"Resident","Resident","Resident_Resident","R-R",1,0.638227638227638,0.353859353859354,0.00791300791300791,2.06183309376866,0.1875,-0.2578,0.474
"323","5001_961",2,0.00900759175216791,0.0142397265820854,0,"5001","961","Male","FemaleJ","FemaleJ_Male","F-M",22,36,14,"Resident","Resident","Resident_Resident","R-R",1,0.74026074026074,0.257261257261257,0.00247800247800248,1.12503077246053,-0.014,-0.2312,0.2565
"324","5009_5019",2,0.023108819753298,0.0235911075784291,1,"5009","5019","FemaleJ","Male","FemaleJ_Male","F-M",23,23,0,"Resident","Resident","Resident_Resident","R-R",2,0.253499,0.737354,0.009147,-0.977594103241492,0.219,-0.0192,0.4981
"325","5009_5029",3,0.0211781890006208,0.0212818520655595,1,"5009","5029","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",23,23,0,"Resident","Resident","Resident_Resident","R-R",2,0.043245,0.954488,0.002267,-0.824899830975751,0.3094,0.0852,0.4984
"326","5009_5061",2,0.00856542081303429,0.0134182961876967,0,"5009","5061","FemaleJ","Male","FemaleJ_Male","F-M",23,22,1,"Resident","Resident","Resident_Resident","R-R",1,0.751877,0.246289,0.001834,-0.827406612119919,0.3697,0.0829,0.5171
"327","5009_5112",3,0.0076074628647597,0.0109579474428369,0,"5009","5112","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",23,23,0,"Resident","Resident","Resident_Resident","R-R",1,0.631589,0.367928,0.000483,-0.824899830975751,-0.073,-0.4511,0.2334
"328","5009_54",3,0.00769202237530176,0.012748065274761,0,"5009","54","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",23,44,21,"Resident","Resident","Resident_Resident","R-R",1,0.644919,0.354762,0.000319,2.1051304462901,0.3171,-0.0132,0.5826
"329","5009_76",2,0.00755105387164772,0.0108676058677649,0,"5009","76","FemaleJ","Male","FemaleJ_Male","F-M",23,44,21,"Resident","Resident","Resident_Resident","R-R",1,0.794135,0.205319,0.000546,2.17634321031154,0.3527,0.0985,0.6465
"330","5009_92",2,0.00725454963596029,0.0100763783458366,0,"5009","92","FemaleJ","Male","FemaleJ_Male","F-M",23,43,20,"Resident","Resident","Resident_Resident","R-R",1,0.794135,0.205319,0.000546,2.02615571918997,0.2495,0.036,0.5132
"331","5009_961",3,0.0276037708723806,0.0279705203959999,1,"5009","961","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",23,36,13,"Resident","Resident","Resident_Resident","R-R",2,0.032403,0.952574,0.015023,0.98892843590311,0.29,0.0323,0.5501
"332","5019_5029",2,0.0200387759439944,0.0201717697006359,1,"5019","5029","Male","FemaleJ","FemaleJ_Male","F-M",23,23,0,"Resident","Resident","Resident_Resident","R-R",2,0.296153,0.70032,0.003527,-0.977594103241492,0.1056,-0.2478,0.4182
"333","5019_5061",1,0.00723516198329603,0.0110928483862423,0,"5019","5061","Male","Male","Male_Male","M-M",23,22,1,"Resident","Resident","Resident_Resident","R-R",1,0.678595,0.317973,0.003432,-0.906780571853278,-0.309,-0.7142,0.0948
"334","5019_5112",2,0.00905382313800024,0.0138343918612284,0,"5019","5112","Male","FemaleJ","FemaleJ_Male","F-M",23,23,0,"Resident","Resident","Resident_Resident","R-R",1,0.728172,0.268482,0.003346,-0.977594103241492,-0.185,-0.5069,0.1261
"335","5019_54",2,0.00758725041495985,0.0115353008755152,0,"5019","54","Male","FemaleJ","FemaleJ_Male","F-M",23,44,21,"Resident","Resident","Resident_Resident","R-R",1,0.784164,0.215096,0.00074,2.17634321031154,0.0707,-0.3046,0.4148
"336","5019_6105",1,0.00998685887914741,0.0165770039997321,0,"5019","6105","Male","Male","Male_Male","M-M",23,18,5,"Resident","Resident","Resident_Resident","R-R",1,0.584797,0.394562,0.020641,-0.31305783872889,-0.0334,-0.4068,0.2309
"337","5019_6118",2,0.012009088116657,0.0231591790869941,0,"5019","6118","Male","FemaleJ","FemaleJ_Male","F-M",23,18,5,"Resident","Transient","Resident_Transient","R-T",1,0.681456,0.309056,0.009488,-0.226656647633627,0.1622,-0.1144,0.4109
"338","5019_6133",1,0.0117447296652756,0.0207687843322058,0,"5019","6133","Male","Male","Male_Male","M-M",23,18,5,"Resident","Resident","Resident_Resident","R-R",1,0.530542469457531,0.423551576448424,0.0459059540940459,-0.31305783872889,0.2065,-0.0482,0.4563
"339","5019_6203",2,0.0111962172110117,0.0200341104379201,0,"5019","6203","Male","FemaleJ","FemaleJ_Male","F-M",23,17,6,"Resident","Resident","Resident_Resident","R-R",1,0.688615,0.303201,0.008184,-0.0764691565120535,0.0802,-0.2346,0.3349
"340","5019_6224",2,0.0118087950199518,0.0205207189688168,0,"5019","6224","Male","FemaleJ","FemaleJ_Male","F-M",23,17,6,"Resident","Resident","Resident_Resident","R-R",1,0.674104674104674,0.314899314899315,0.010996010996011,-0.0764691565120535,0.0033,-0.3514,0.3228
"341","5019_76",1,0.0277373564779325,0.0286475914725595,1,"5019","76","Male","Male","Male_Male","M-M",23,44,21,"Resident","Resident","Resident_Resident","R-R",2,0.185919,0.732056,0.082025,2.06183309376866,0.0711,-0.3442,0.3356
"342","5019_92",1,0.00804485115817718,0.0124381997178799,0,"5019","92","Male","Male","Male_Male","M-M",23,43,20,"Resident","Resident","Resident_Resident","R-R",1,0.658926,0.335856,0.005218,1.91340241048756,-0.0706,-0.3733,0.232
"343","5019_961",2,0.0082017011970044,0.0125394055302016,0,"5019","961","Male","FemaleJ","FemaleJ_Male","F-M",23,36,13,"Resident","Resident","Resident_Resident","R-R",1,0.763052,0.235592,0.001356,0.974843281338958,-0.4519,-0.736,-0.0938
"344","5029_5061",2,0.00621439377456061,0.00867551961033995,0,"5029","5061","FemaleJ","Male","FemaleJ_Male","F-M",23,22,1,"Resident","Resident","Resident_Resident","R-R",1,0.854002,0.145934,6.4e-05,-0.827406612119919,-0.1288,-0.3748,0.198
"345","5029_5112",3,0.00725715773348002,0.0105199088826003,0,"5029","5112","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",23,23,0,"Resident","Resident","Resident_Resident","R-R",1,0.677136,0.322751,0.000113,-0.824899830975751,-0.4574,-0.8233,-0.0842
"346","5029_54",3,0.00604504740499792,0.00799192073459758,0,"5029","54","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",23,44,21,"Resident","Resident","Resident_Resident","R-R",1,0.736444,0.263542,1.4e-05,2.1051304462901,0.2142,-0.1006,0.4059
"347","5029_6105",2,0.0526343745963612,0.0399993457379039,2,"5029","6105","FemaleJ","Male","FemaleJ_Male","F-M",23,18,5,"Resident","Resident","Resident_Resident","R-R",2,0.024153,0.889633,0.086214,-0.226656647633627,0.2601,-0.0075,0.5453
"348","5029_6118",3,0.0102969902700511,0.0170721170753113,0,"5029","6118","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",23,18,5,"Resident","Transient","Resident_Transient","R-T",1,0.545806,0.448481,0.005713,-0.127273574483882,-0.4124,-0.9662,-0.0832
"349","5029_6133",2,0.00833829290808866,0.0125526481657414,0,"5029","6133","FemaleJ","Male","FemaleJ_Male","F-M",23,18,5,"Resident","Resident","Resident_Resident","R-R",1,0.763052,0.235592,0.001356,-0.226656647633627,-0.0052,-0.4345,0.3195
"350","5029_6203",3,0.0340561240592834,0.0365928837912942,1,"5029","6203","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",23,17,6,"Resident","Resident","Resident_Resident","R-R",2,0.026575,0.927859,0.045566,0.0122516768144921,-0.0404,-0.3624,0.2676
"351","5029_6224",3,0.00961556206491386,0.0159374644937342,0,"5029","6224","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",23,17,6,"Resident","Resident","Resident_Resident","R-R",1,0.568367568367568,0.428539428539429,0.00309300309300309,0.0122516768144921,0.3545,0.1802,0.5392
"352","5029_76",2,0.0241841065203395,0.0241812691642235,1,"5029","76","FemaleJ","Male","FemaleJ_Male","F-M",23,44,21,"Resident","Resident","Resident_Resident","R-R",2,0.241809241809242,0.746214746214746,0.011976011976012,2.17634321031154,0.0388,-0.3725,0.3764
"353","5029_92",2,0.0356142053236148,0.0258302869159108,2,"5029","92","FemaleJ","Male","FemaleJ_Male","F-M",23,43,20,"Resident","Resident","Resident_Resident","R-R",2,0.038859,0.94603,0.015111,2.02615571918997,0.2526,-0.0371,0.5118
"354","5029_961",3,0.0189248351425059,0.0181877359666535,1,"5029","961","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",23,36,13,"Resident","Resident","Resident_Resident","R-R",2,0.048303,0.950638,0.001059,0.98892843590311,-0.1551,-0.4743,0.2003
"355","5061_5112",2,0.0083208785702556,0.0124402391218132,0,"5061","5112","Male","FemaleJ","FemaleJ_Male","F-M",22,23,1,"Resident","Resident","Resident_Resident","R-R",1,0.763052,0.235592,0.001356,-0.827406612119919,-0.1748,-0.5054,0.2364
"356","5061_54",2,0.0757631066871496,0.0459888946032251,3,"5061","54","Male","FemaleJ","FemaleJ_Male","F-M",22,44,22,"Resident","Resident","Resident_Resident","R-R",2,0.002013,0.76336,0.234627,2.32653070143312,-0.1176,-0.5845,0.2197
"357","5061_6105",1,0.0525751450844175,0.0397591668446342,2,"5061","6105","Male","Male","Male_Male","M-M",22,18,4,"Resident","Resident","Resident_Resident","R-R",2,0.027223,0.699821,0.272956,-0.461488522009987,-0.1458,-0.5049,0.2068
"358","5061_6118",2,0.0325382637954547,0.0355647029953113,1,"5061","6118","Male","FemaleJ","FemaleJ_Male","F-M",22,18,4,"Resident","Transient","Resident_Transient","R-T",2,0.19109,0.769552,0.039358,-0.3768441387552,-0.177,-0.5704,0.2584
"359","5061_6133",1,0.0664341859138084,0.0516825292855909,2,"5061","6133","Male","Male","Male_Male","M-M",22,18,4,"Resident","Resident","Resident_Resident","R-R",2,0.0178579821420179,0.543192456807543,0.438949561050439,-0.461488522009987,-0.0466,-0.5072,0.2362
"360","5061_6203",2,0.0101841655476818,0.0174516381091791,0,"5061","6203","Male","FemaleJ","FemaleJ_Male","F-M",22,17,5,"Resident","Resident","Resident_Resident","R-R",1,0.702409,0.291509,0.006082,-0.226656647633627,-0.4308,-0.8541,0.0054
"361","5061_6224",2,0.0114063356412102,0.0203232504852602,0,"5061","6224","Male","FemaleJ","FemaleJ_Male","F-M",22,17,5,"Resident","Resident","Resident_Resident","R-R",1,0.688615,0.303201,0.008184,-0.226656647633627,-0.0956,-0.4418,0.2139
"362","5061_76",1,0.00926454297874354,0.0148320794304357,0,"5061","76","Male","Male","Male_Male","M-M",22,44,22,"Resident","Resident","Resident_Resident","R-R",1,0.600934600934601,0.383335383335383,0.0157300157300157,2.21026377704976,-0.1432,-0.4021,0.3156
"363","5061_92",1,0.0066018041077473,0.00952235230707268,0,"5061","92","Male","Male","Male_Male","M-M",22,43,21,"Resident","Resident","Resident_Resident","R-R",1,0.715271,0.283253,0.001476,2.06183309376866,0.0863,-0.1911,0.4202
"364","5061_961",2,0.0498446684554229,0.0385756953542854,2,"5061","961","Male","FemaleJ","FemaleJ_Male","F-M",22,36,14,"Resident","Resident","Resident_Resident","R-R",2,0.026097,0.906036,0.067867,1.12503077246053,-0.0339,-0.2647,0.2491
"365","5112_54",3,0.0075951116887839,0.0111012635392039,0,"5112","54","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",23,44,21,"Resident","Resident","Resident_Resident","R-R",1,0.657998,0.341791,0.000211,2.1051304462901,-0.0864,-0.3703,0.266
"366","5112_6105",2,0.0085132718826637,0.0132761157198561,0,"5112","6105","FemaleJ","Male","FemaleJ_Male","F-M",23,18,5,"Resident","Resident","Resident_Resident","R-R",1,0.751877,0.246289,0.001834,-0.226656647633627,-0.1165,-0.6583,0.2771
"367","5112_6118",3,0.012073505827168,0.0222813420992181,0,"5112","6118","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",23,18,5,"Resident","Transient","Resident_Transient","R-T",1,0.513733,0.473409,0.012858,-0.127273574483882,-0.1299,-0.4807,0.2235
"368","5112_6133",2,0.0110559968735056,0.0193794298300779,0,"5112","6133","FemaleJ","Male","FemaleJ_Male","F-M",23,18,5,"Resident","Resident","Resident_Resident","R-R",1,0.688615,0.303201,0.008184,-0.226656647633627,0.1734,-0.1005,0.4291
"369","5112_6203",3,0.00922973975731269,0.0147055321793633,0,"5112","6203","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",23,17,6,"Resident","Resident","Resident_Resident","R-R",1,0.568367568367568,0.428539428539429,0.00309300309300309,0.0122516768144921,0.1247,-0.1408,0.4562
"370","5112_6224",3,0.0095087078259686,0.0160587641595538,0,"5112","6224","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",23,17,6,"Resident","Resident","Resident_Resident","R-R",1,0.560954439045561,0.435248564751435,0.0037969962030038,0.0122516768144921,-0.3452,-0.6956,0.0268
"371","5112_76",2,0.143445840029428,0.0853792471689387,3,"5112","76","FemaleJ","Male","FemaleJ_Male","F-M",23,44,21,"Resident","Resident","Resident_Resident","R-R",3,0.000608,0.348853,0.650539,2.17634321031154,-0.1217,-0.4918,0.2011
"372","5112_92",2,0.00826882157072652,0.0121562547999165,0,"5112","92","FemaleJ","Male","FemaleJ_Male","F-M",23,43,20,"Resident","Resident","Resident_Resident","R-R",1,0.757518,0.240905,0.001577,2.02615571918997,-0.3396,-0.8278,-0.0032
"373","5112_961",3,0.00863443652445628,0.0130547615598529,0,"5112","961","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",23,36,13,"Resident","Resident","Resident_Resident","R-R",1,0.604177395822604,0.394716605283395,0.00110599889400111,0.98892843590311,-0.0085,-0.3236,0.2158
"374","54_6105",2,0.0352867369654678,0.0261636640580598,2,"54","6105","FemaleJ","Male","FemaleJ_Male","F-M",44,18,26,"Resident","Resident","Resident_Resident","R-R",2,0.040052,0.946654,0.013294,2.92728066591941,0.0357,-0.221,0.3998
"375","54_6118",3,0.0105246492341892,0.0174374036857697,0,"54","6118","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,18,26,"Resident","Transient","Resident_Transient","R-T",1,0.530124,0.461296,0.00858,2.80275670278197,-0.2404,-0.7048,0.0318
"376","54_6133",2,0.0329597411593104,0.0344601311725238,1,"54","6133","FemaleJ","Male","FemaleJ_Male","F-M",44,18,26,"Resident","Resident","Resident_Resident","R-R",2,0.185550185550186,0.76967576967577,0.0447740447740448,2.92728066591941,0.0954,-0.3345,0.3454
"377","54_619",3,0.0077396481975726,0.0110743053170377,0,"54","619","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,40,4,"Resident","Resident","Resident_Resident","R-R",1,0.631589,0.367928,0.000483,-0.266798825782256,-0.0886,-0.402,0.172
"378","54_6203",3,0.00730063030544975,0.0104193345294634,0,"54","6203","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,17,27,"Resident","Resident","Resident_Resident","R-R",1,0.651490651490651,0.348250348250348,0.000259000259000259,2.94228195408034,-0.2723,-0.5361,0.0564
"379","54_6224",3,0.00845356246522988,0.0137203373067297,0,"54","6224","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,17,27,"Resident","Resident","Resident_Resident","R-R",1,0.604177395822604,0.394716605283395,0.00110599889400111,2.94228195408034,-0.091,-0.4946,0.2187
"380","54_677",3,0.00656706991055029,0.00904447362663843,0,"54","677","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,37,7,"Resident","Resident","Resident_Resident","R-R",1,0.713585,0.286383,3.2e-05,0.151776928112866,0.1078,-0.2312,0.3658
"381","54_76",2,0.00484509855561463,0.00607751722805859,0,"54","76","FemaleJ","Male","FemaleJ_Male","F-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",1,0.920345,0.079653,2e-06,-0.977594103241492,-0.1371,-0.4542,0.1774
"382","54_804",2,0.00519060097724255,0.00652096870920112,0,"54","804","FemaleJ","Male","FemaleJ_Male","F-M",44,39,5,"Resident","Resident","Resident_Resident","R-R",1,0.901178,0.098816,6e-06,-0.226656647633627,-0.13,-0.4162,0.1693
"383","54_824",2,0.00549104566594413,0.00698845240336449,0,"54","824","FemaleJ","Male","FemaleJ_Male","F-M",44,39,5,"Resident","Resident","Resident_Resident","R-R",1,0.887198,0.112788,1.4e-05,-0.226656647633627,0.503,0.3189,0.6512
"384","54_92",2,0.00487491258961968,0.00638788953268956,0,"54","92","FemaleJ","Male","FemaleJ_Male","F-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",1,0.936057,0.063942,1e-06,-0.827406612119919,-0.2793,-0.6224,0.0566
"385","54_961",3,0.0382322428058266,0.0228833231380677,3,"54","961","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,36,8,"Resident","Resident","Resident_Resident","R-R",2,4.6e-05,0.999292,0.000662,0.29130217941124,-0.2329,-0.5734,0.0465
"386","54_9907",2,0.0101431574202324,0.0165670162768131,0,"54","9907","FemaleJ","Male","FemaleJ_Male","F-M",44,37,7,"Resident","Transient","Resident_Transient","R-T",1,0.715572,0.279914,0.004514,0.0737183346095196,-0.2682,-0.5084,0.163
"387","6105_6118",2,0.0109690401134939,0.018711338900064,0,"6105","6118","Male","FemaleJ","FemaleJ_Male","F-M",18,18,0,"Resident","Transient","Resident_Transient","R-T",1,0.702409,0.291509,0.006082,-0.977594103241492,-0.4323,-0.8809,-0.0973
"388","6105_6133",1,0.029749568914921,0.0312964871073588,1,"6105","6133","Male","Male","Male_Male","M-M",18,18,0,"Resident","Resident","Resident_Resident","R-R",2,0.167395167395167,0.716971716971717,0.115633115633116,-1.05521125513437,-0.1318,-0.4894,0.2018
"389","6105_6203",2,0.0162554957932399,0.0160259337721169,1,"6105","6203","Male","FemaleJ","FemaleJ_Male","F-M",18,17,1,"Resident","Resident","Resident_Resident","R-R",2,0.375944,0.623387,0.000669,-0.827406612119919,0.0942,-0.4893,0.4595
"390","6105_6224",2,0.00880490382189638,0.0140449156794134,0,"6105","6224","Male","FemaleJ","FemaleJ_Male","F-M",18,17,1,"Resident","Resident","Resident_Resident","R-R",1,0.746126,0.251742,0.002132,-0.827406612119919,-0.0613,-0.3894,0.2924
"391","6105_92",1,0.0646345870539479,0.0525785392324215,2,"6105","92","Male","Male","Male_Male","M-M",18,43,25,"Resident","Resident","Resident_Resident","R-R",2,0.019326,0.571586,0.409088,2.65555582689305,0.1774,-0.1338,0.4648
"392","6105_961",2,0.0677782007787036,0.0345291523044222,4,"6105","961","Male","FemaleJ","FemaleJ_Male","F-M",18,36,18,"Resident","Resident","Resident_Resident","R-R",2,0.000334,0.86128,0.138386,1.72578073694682,0.3965,0.2621,0.5371
"393","6118_6133",2,0.0112163256328135,0.0194609268682156,0,"6118","6133","FemaleJ","Male","FemaleJ_Male","F-M",18,18,0,"Transient","Resident","Resident_Transient","R-T",1,0.695596,0.297348,0.007056,-0.977594103241492,0.1276,-0.2059,0.3773
"394","6118_92",2,0.0118464041638665,0.0209064099360139,0,"6118","92","FemaleJ","Male","FemaleJ_Male","F-M",18,43,25,"Transient","Resident","Resident_Transient","R-T",1,0.681456,0.309056,0.009488,2.77709317479784,-0.184,-0.6288,0.2161
"395","6118_961",3,0.0118626116882412,0.0216009159445084,0,"6118","961","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",18,36,18,"Transient","Resident","Resident_Transient","R-T",1,0.513733,0.473409,0.012858,1.68655469239498,-0.4748,-0.7889,-0.1727
"396","6133_6203",2,0.0105351134333565,0.0179220316376244,0,"6133","6203","Male","FemaleJ","FemaleJ_Male","F-M",18,17,1,"Resident","Resident","Resident_Resident","R-R",1,0.709065,0.285695,0.00524,-0.827406612119919,-0.1401,-0.4951,0.2117
"397","6133_6224",2,0.0105680059216006,0.017156537722219,0,"6133","6224","Male","FemaleJ","FemaleJ_Male","F-M",18,17,1,"Resident","Resident","Resident_Resident","R-R",1,0.695596,0.297348,0.007056,-0.827406612119919,-0.0199,-0.3446,0.2688
"398","6133_92",1,0.00903463880632785,0.0139660402316409,0,"6133","92","Male","Male","Male_Male","M-M",18,43,25,"Resident","Resident","Resident_Resident","R-R",1,0.592966,0.38901,0.018024,2.65555582689305,-0.1133,-0.4724,0.1655
"399","6133_961",2,0.0358304486228249,0.0407736243445847,1,"6133","961","Male","FemaleJ","FemaleJ_Male","F-M",18,36,18,"Resident","Resident","Resident_Resident","R-R",2,0.18000818000818,0.769101769101769,0.0508900508900509,1.72578073694682,-0.1534,-0.4899,0.1038
"400","619_677",3,0.0105169933925415,0.0172578575656426,0,"619","677","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",40,37,3,"Resident","Resident","Resident_Resident","R-R",1,0.538041,0.454956,0.007003,-0.40632407708063,-0.2725,-0.6178,0.1192
"401","619_76",2,0.0109810035124313,0.0199177041178818,0,"619","76","FemaleJ","Male","FemaleJ_Male","F-M",40,44,4,"Resident","Resident","Resident_Resident","R-R",1,0.702409,0.291509,0.006082,-0.3768441387552,-0.3061,-0.6912,0.1165
"402","619_804",2,0.00974357104028695,0.0166358333133348,0,"619","804","FemaleJ","Male","FemaleJ_Male","F-M",40,39,1,"Resident","Resident","Resident_Resident","R-R",1,0.715572,0.279914,0.004514,-0.827406612119919,-0.424,-0.8386,-0.0993
"403","619_824",2,0.0107362178606836,0.0185182634021877,0,"619","824","FemaleJ","Male","FemaleJ_Male","F-M",40,39,1,"Resident","Resident","Resident_Resident","R-R",1,0.702409,0.291509,0.006082,-0.827406612119919,0.0208,-0.3473,0.3724
"404","619_92",2,0.00933776065397036,0.0145998069704012,0,"619","92","FemaleJ","Male","FemaleJ_Male","F-M",40,43,3,"Resident","Resident","Resident_Resident","R-R",1,0.728172,0.268482,0.003346,-0.527031629876773,-0.0153,-0.3749,0.3683
"405","619_961",3,0.0101283737833617,0.0181121452901891,0,"619","961","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",40,36,4,"Resident","Resident","Resident_Resident","R-R",1,0.545806,0.448481,0.005713,-0.266798825782256,-0.0964,-0.4407,0.1687
"406","619_9907",2,0.0103258122244196,0.0164468122094288,0,"619","9907","FemaleJ","Male","FemaleJ_Male","F-M",40,37,3,"Resident","Transient","Resident_Transient","R-T",1,0.709065,0.285695,0.00524,-0.527031629876773,-0.1522,-0.6462,0.1549
"407","6203_6224",3,0.00918901915270421,0.014783947304923,0,"6203","6224","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",17,17,0,"Resident","Resident","Resident_Resident","R-R",1,0.582922,0.415026,0.002052,-0.824899830975751,-0.0367,-0.362,0.2798
"408","6203_92",2,0.0359142958680796,0.0403692573293413,1,"6203","92","FemaleJ","Male","FemaleJ_Male","F-M",17,43,26,"Resident","Resident","Resident_Resident","R-R",2,0.18000818000818,0.769101769101769,0.0508900508900509,2.92728066591941,-0.0783,-0.4187,0.3081
"409","6203_961",3,0.0228259716764547,0.0239597695173646,1,"6203","961","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",17,36,19,"Resident","Resident","Resident_Resident","R-R",2,0.039755,0.956237,0.004008,1.82607994369335,0.1883,-0.1334,0.4822
"410","6224_92",2,0.00974879761738898,0.015633092102785,0,"6224","92","FemaleJ","Male","FemaleJ_Male","F-M",17,43,26,"Resident","Resident","Resident_Resident","R-R",1,0.721939,0.274174,0.003887,2.92728066591941,0.2076,-0.1613,0.5219
"411","6224_961",3,0.00921476078066076,0.0147556837221749,0,"6224","961","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",17,36,19,"Resident","Resident","Resident_Resident","R-R",1,0.582922,0.415026,0.002052,1.82607994369335,-0.2259,-0.5211,0.1641
"412","677_76",2,0.0330179417937759,0.0364266464285975,1,"677","76","FemaleJ","Male","FemaleJ_Male","F-M",37,44,7,"Resident","Resident","Resident_Resident","R-R",2,0.19109,0.769552,0.039358,0.0737183346095196,0.098,-0.2306,0.3421
"413","677_804",2,0.0184844249062708,0.0176004114520768,1,"677","804","FemaleJ","Male","FemaleJ_Male","F-M",37,39,2,"Resident","Resident","Resident_Resident","R-R",2,0.315324,0.682341,0.002335,-0.677219120998346,0.0538,-0.23,0.358
"414","677_824",2,0.006887188636967,0.00978421492831164,0,"677","824","FemaleJ","Male","FemaleJ_Male","F-M",37,39,2,"Resident","Resident","Resident_Resident","R-R",1,0.808396,0.191259,0.000345,-0.677219120998346,-0.0419,-0.3884,0.3787
"415","677_92",2,0.0080188152261632,0.012420495156191,0,"677","92","FemaleJ","Male","FemaleJ_Male","F-M",37,43,6,"Resident","Resident","Resident_Resident","R-R",1,0.768480231519769,0.23035376964623,0.00116599883400117,-0.0764691565120535,-0.1025,-0.5218,0.3128
"416","677_961",3,0.008942525842408,0.013995584809425,0,"677","961","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",37,36,1,"Resident","Resident","Resident_Resident","R-R",1,0.590079,0.408251,0.00167,-0.685374579677377,0.1169,-0.1667,0.4242
"417","677_9907",2,0.00999485759160933,0.0161810498564152,0,"677","9907","FemaleJ","Male","FemaleJ_Male","F-M",37,37,0,"Resident","Transient","Resident_Transient","R-T",1,0.715572,0.279914,0.004514,-0.977594103241492,0.174,-0.1899,0.4564
"418","76_804",1,0.00632047607019103,0.00839539524873435,0,"76","804","Male","Male","Male_Male","M-M",44,39,5,"Resident","Resident","Resident_Resident","R-R",1,0.726777,0.272111,0.001112,-0.31305783872889,0.3532,0.1058,0.5465
"419","76_824",1,0.00718041094179346,0.0103830642806386,0,"76","824","Male","Male","Male_Male","M-M",44,39,5,"Resident","Resident","Resident_Resident","R-R",1,0.697351302648697,0.3003956996043,0.00225299774700225,-0.31305783872889,-0.1412,-0.4217,0.0986
"420","76_92",1,0.0178111584152363,0.0170927260968421,1,"76","92","Male","Male","Male_Male","M-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",2,0.299683,0.692589,0.007728,-0.906780571853278,0.1012,-0.2548,0.3581
