"","dyad","edge","edge_sd","nAssociations","A","B","sexA","sexB","dyadicSex","dSex","absAgeA","absAgeB","ageDiff","resA","resB","dyadicResidency","dRes","likely.k","pk1","pk2","pk3","ageDiff_scaled"
"1","1009_1016",0.0125512711414594,0.0237179073626844,0,"1009","1016","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.808567136031202
"2","1009_1019",0.0124218578941106,0.024302467866945,0,"1009","1019","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.808567136031202
"3","1009_102",0.0105331371517391,0.0175226190422441,0,"1009","102","Unknown","Male","Male_Unknown",NA,37,44,7,"Transient","Resident","Resident_Transient","R-T",1,0.700237,0.291046,0.008717,0.324766814475493
"4","1009_1020",0.0113108441607786,0.0204771766479143,0,"1009","1020","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.685843685843686,0.302191302191302,0.011965011965012,-0.808567136031202
"5","1009_1025",0.012634050055723,0.0237634474510143,0,"1009","1025","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.808567136031202
"6","1009_1040",0.0102389723297589,0.017037408566834,0,"1009","1040","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.693154,0.296631,0.010215,-0.808567136031202
"7","1009_1042",0.0117584933690834,0.0219122419010517,0,"1009","1042","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.670449,0.313158,0.016393,-0.808567136031202
"8","1009_1045",0.0114194704699,0.0195482248242258,0,"1009","1045","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.678283,0.307708,0.014009,-0.808567136031202
"9","1009_1046",0.00942715915802144,0.0146471040468176,0,"1009","1046","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.7203,0.274295,0.005405,-0.808567136031202
"10","1009_1047",0.0123410209013752,0.0242246600558777,0,"1009","1047","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.808567136031202
"11","1009_1062",0.00984324513762878,0.01602958162997,0,"1009","1062","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.713794286205714,0.27986472013528,0.00634099365900634,-0.808567136031202
"12","1009_1063",0.0101534174428081,0.0170876878201234,0,"1009","1063","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.700237,0.291046,0.008717,-0.808567136031202
"13","1009_1068",0.0127448415286467,0.024366863438963,0,"1009","1068","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.808567136031202
"14","1009_1069",0.0124416367754076,0.0235617565015619,0,"1009","1069","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.808567136031202
"15","1009_1081",0.0128046967065487,0.0245057629637388,0,"1009","1081","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.808567136031202
"16","1009_1097",0.0115049593311243,0.021464599554739,0,"1009","1097","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.678283,0.307708,0.014009,-0.808567136031202
"17","1009_1100",0.0117569214503481,0.0204116730365186,0,"1009","1100","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.670449,0.313158,0.016393,-0.808567136031202
"18","1009_1109",0.011767415109503,0.0213047103337208,0,"1009","1109","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.670449,0.313158,0.016393,-0.808567136031202
"19","1009_1114",0.0118685682788093,0.021224856568427,0,"1009","1114","Unknown","Male","Male_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.670449,0.313158,0.016393,-0.808567136031202
"20","1009_1116",0.0117040772015444,0.0216209198308229,0,"1009","1116","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.670449,0.313158,0.016393,-0.808567136031202
"21","1009_1123",0.0125365892915179,0.0237200585417682,0,"1009","1123","Unknown","Male","Male_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.808567136031202
"22","1009_1124",0.0117880421147702,0.0204879878083444,0,"1009","1124","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.808567136031202
"23","1009_1130",0.0126699354116051,0.0256027781950256,0,"1009","1130","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.808567136031202
"24","1009_1142",0.0117373268454615,0.0207899199250651,0,"1009","1142","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.670449,0.313158,0.016393,-0.808567136031202
"25","1009_1147",0.0123288659717235,0.0232331464687334,0,"1009","1147","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.808567136031202
"26","1009_1153",0.0123652188075983,0.0217391684834472,0,"1009","1153","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.808567136031202
"27","1009_1158",0.0119704787687115,0.0212249120799527,0,"1009","1158","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.808567136031202
"28","1009_1173",0.0114830187078492,0.0195020146370482,0,"1009","1173","Unknown","Male","Male_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.670449,0.313158,0.016393,-0.808567136031202
"29","1009_1174",0.012539306649789,0.0228007834028771,0,"1009","1174","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.808567136031202
"30","1009_1179",0.0121355808375447,0.0225927296050561,0,"1009","1179","Unknown","Male","Male_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.808567136031202
"31","1009_118",0.0125698876969205,0.0224153639850422,0,"1009","118","Unknown","Male","Male_Unknown",NA,37,44,7,"Transient","Resident","Resident_Transient","R-T",1,0.653844,0.323752,0.022404,0.324766814475493
"32","1009_1183",0.0128892349292677,0.024050285183727,0,"1009","1183","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.808567136031202
"33","1009_1190",0.0122891525892524,0.0225482811520682,0,"1009","1190","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.808567136031202
"34","1009_120",0.011555522919058,0.0213952773224424,0,"1009","120","Unknown","Male","Male_Unknown",NA,37,44,7,"Transient","Resident","Resident_Transient","R-T",1,0.670449,0.313158,0.016393,0.324766814475493
"35","1009_124",0.0113150000629519,0.0199100287828342,0,"1009","124","Unknown","Male","Male_Unknown",NA,37,44,7,"Transient","Resident","Resident_Transient","R-T",1,0.685843685843686,0.302191302191302,0.011965011965012,0.324766814475493
"36","1009_127",0.0113854585098791,0.020476578994011,0,"1009","127","Unknown","Unknown","Unknown_Unknown",NA,37,44,7,"Transient","Resident","Resident_Transient","R-T",1,0.653844,0.323752,0.022404,0.324766814475493
"37","1009_131",0.0133535343193039,0.0274130117158969,0,"1009","131","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,44,7,"Transient","Resident","Resident_Transient","R-T",1,0.653844,0.323752,0.022404,0.324766814475493
"38","1009_1336",0.0123070894227299,0.0223213878518071,0,"1009","1336","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,39,2,"Transient","Resident","Resident_Transient","R-T",1,0.653844,0.323752,0.022404,-0.484757435886432
"39","1009_143",0.013433952775004,0.0284171262978174,0,"1009","143","Unknown","Unknown","Unknown_Unknown",NA,37,43,6,"Transient","Resident","Resident_Transient","R-T",1,0.653844,0.323752,0.022404,0.162861964403108
"40","1009_159",0.0127017026532914,0.0229958557469989,0,"1009","159","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,44,7,"Transient","Resident","Resident_Transient","R-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,0.324766814475493
"41","1009_16",0.0130781728634589,0.0270309037070077,0,"1009","16","Unknown","Male","Male_Unknown",NA,37,43,6,"Transient","Resident","Resident_Transient","R-T",1,0.653844,0.323752,0.022404,0.162861964403108
"42","1009_162",0.0130059386081123,0.0263123285374638,0,"1009","162","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,44,7,"Transient","Resident","Resident_Transient","R-T",1,0.653844,0.323752,0.022404,0.324766814475493
"43","1009_17",0.0122782627681093,0.0220273462363497,0,"1009","17","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,44,7,"Transient","Resident","Resident_Transient","R-T",1,0.670449,0.313158,0.016393,0.324766814475493
"44","1009_18",0.0115592291053414,0.0210836880721752,0,"1009","18","Unknown","Male","Male_Unknown",NA,37,44,7,"Transient","Resident","Resident_Transient","R-T",1,0.670449,0.313158,0.016393,0.324766814475493
"45","1009_183",0.0103864347858721,0.0173907200112654,0,"1009","183","Unknown","Unknown","Unknown_Unknown",NA,37,42,5,"Transient","Resident","Resident_Transient","R-T",1,0.693154,0.296631,0.010215,0.000957114330722976
"46","1009_213",0.0138380731745182,0.0284822428619394,0,"1009","213","Unknown","Unknown","Unknown_Unknown",NA,37,43,6,"Transient","Resident","Resident_Transient","R-T",1,0.653844,0.323752,0.022404,0.162861964403108
"47","1009_251",0.0139478804735723,0.0292891661685238,0,"1009","251","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,43,6,"Transient","Resident","Resident_Transient","R-T",1,0.653844,0.323752,0.022404,0.162861964403108
"48","1009_28",0.010803649163508,0.0183145007699408,0,"1009","28","Unknown","Male","Male_Unknown",NA,37,42,5,"Transient","Resident","Resident_Transient","R-T",1,0.678283,0.307708,0.014009,0.000957114330722976
"49","1009_3",0.013357021631237,0.0273263439284703,0,"1009","3","Unknown","Male","Male_Unknown",NA,37,45,8,"Transient","Resident","Resident_Transient","R-T",1,0.653844,0.323752,0.022404,0.486671664547878
"50","1009_303",0.0128482623632518,0.0238673735954248,0,"1009","303","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.808567136031202
"51","1009_317",0.0115976228564962,0.0215871769830733,0,"1009","317","Unknown","Unknown","Unknown_Unknown",NA,37,43,6,"Transient","Resident","Resident_Transient","R-T",1,0.670449,0.313158,0.016393,0.162861964403108
"52","1009_33",0.179225179974068,0.141845550966166,2,"1009","33","Unknown","Male","Male_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",3,0.005545,0.333123,0.661332,-0.808567136031202
"53","1009_37",0.0522000581334693,0.0604645019121687,1,"1009","37","Unknown","Male","Male_Unknown",NA,37,44,7,"Transient","Resident","Resident_Transient","R-T",2,0.135207,0.685543,0.17925,0.324766814475493
"54","1009_409",0.0117430888403301,0.0220376645027821,0,"1009","409","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.670449,0.313158,0.016393,-0.808567136031202
"55","1009_413",0.011648865110732,0.0210277168370821,0,"1009","413","Unknown","Male","Male_Unknown",NA,37,43,6,"Transient","Resident","Resident_Transient","R-T",1,0.670449,0.313158,0.016393,0.162861964403108
"56","1009_418",0.0117225751652567,0.0205058408968589,0,"1009","418","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,43,6,"Transient","Resident","Resident_Transient","R-T",1,0.670449,0.313158,0.016393,0.162861964403108
"57","1009_45",0.010009704715675,0.0174062070271787,0,"1009","45","Unknown","Male","Male_Unknown",NA,37,44,7,"Transient","Resident","Resident_Transient","R-T",1,0.707112,0.285452,0.007436,0.324766814475493
"58","1009_466",0.0108997896381542,0.0189905691952114,0,"1009","466","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.685843685843686,0.302191302191302,0.011965011965012,-0.808567136031202
"59","1009_480",0.011909751153916,0.0207411242569394,0,"1009","480","Unknown","Male","Male_Unknown",NA,37,43,6,"Transient","Resident","Resident_Transient","R-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,0.162861964403108
"60","1009_5",0.0129219785510742,0.024987868130394,0,"1009","5","Unknown","Unknown","Unknown_Unknown",NA,37,44,7,"Transient","Resident","Resident_Transient","R-T",1,0.653844,0.323752,0.022404,0.324766814475493
"61","1009_507",0.0123795465090777,0.022723348861775,0,"1009","507","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,40,3,"Transient","Resident","Resident_Transient","R-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.322852585814047
"62","1009_509",0.013692242378807,0.0273785961883334,0,"1009","509","Unknown","Male","Male_Unknown",NA,37,43,6,"Transient","Resident","Resident_Transient","R-T",1,0.653844,0.323752,0.022404,0.162861964403108
"63","1009_518",0.013166499699876,0.0249982821646189,0,"1009","518","Unknown","Unknown","Unknown_Unknown",NA,37,43,6,"Transient","Resident","Resident_Transient","R-T",1,0.653844,0.323752,0.022404,0.162861964403108
"64","1009_531",0.0103055898740413,0.017212712239349,0,"1009","531","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,43,6,"Transient","Resident","Resident_Transient","R-T",1,0.700237,0.291046,0.008717,0.162861964403108
"65","1009_54",0.0130632830936688,0.025081408414693,0,"1009","54","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,44,7,"Transient","Resident","Resident_Transient","R-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,0.324766814475493
"66","1009_549",0.0461463420460353,0.0534097358100959,1,"1009","549","Unknown","Male","Male_Unknown",NA,37,43,6,"Transient","Resident","Resident_Transient","R-T",2,0.141956141956142,0.699069699069699,0.158974158974159,0.162861964403108
"67","1009_558",0.0132438474757749,0.0259054748409834,0,"1009","558","Unknown","Male","Male_Unknown",NA,37,43,6,"Transient","Resident","Resident_Transient","R-T",1,0.653844,0.323752,0.022404,0.162861964403108
"68","1009_57",0.0133018349338433,0.0252626426684842,0,"1009","57","Unknown","Unknown","Unknown_Unknown",NA,37,43,6,"Transient","Resident","Resident_Transient","R-T",1,0.653844,0.323752,0.022404,0.162861964403108
"69","1009_617",0.0100157721664443,0.0180323505043431,0,"1009","617","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,40,3,"Transient","Resident","Resident_Transient","R-T",1,0.707112,0.285452,0.007436,-0.322852585814047
"70","1009_619",0.0131218822430887,0.024681005864828,0,"1009","619","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,40,3,"Transient","Resident","Resident_Transient","R-T",1,0.653844,0.323752,0.022404,-0.322852585814047
"71","1009_633",0.0113994465343873,0.0217763401976392,0,"1009","633","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,40,3,"Transient","Resident","Resident_Transient","R-T",1,0.670449,0.313158,0.016393,-0.322852585814047
"72","1009_635",0.0130022385370185,0.0235975701661458,0,"1009","635","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,40,3,"Transient","Resident","Resident_Transient","R-T",1,0.653844,0.323752,0.022404,-0.322852585814047
"73","1009_649",0.0119138150187569,0.0222727265237613,0,"1009","649","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.670449,0.313158,0.016393,-0.808567136031202
"74","1009_653",0.0132732220274367,0.0259962943856651,0,"1009","653","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,40,3,"Transient","Resident","Resident_Transient","R-T",1,0.653844,0.323752,0.022404,-0.322852585814047
"75","1009_674",0.0137093210772745,0.0266165173434947,0,"1009","674","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,40,3,"Transient","Resident","Resident_Transient","R-T",1,0.653844,0.323752,0.022404,-0.322852585814047
"76","1009_677",0.0123174136875666,0.0245970132179423,0,"1009","677","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.808567136031202
"77","1009_723",0.0130024923092697,0.0240956291668472,0,"1009","723","Unknown","Unknown","Unknown_Unknown",NA,37,40,3,"Transient","Resident","Resident_Transient","R-T",1,0.653844,0.323752,0.022404,-0.322852585814047
"78","1009_76",0.0123604946816118,0.0224931414241975,0,"1009","76","Unknown","Male","Male_Unknown",NA,37,44,7,"Transient","Resident","Resident_Transient","R-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,0.324766814475493
"79","1009_804",0.0118957625416848,0.0211762042993597,0,"1009","804","Unknown","Male","Male_Unknown",NA,37,39,2,"Transient","Resident","Resident_Transient","R-T",1,0.670449,0.313158,0.016393,-0.484757435886432
"80","1009_824",0.0114110277278067,0.0204337962928523,0,"1009","824","Unknown","Male","Male_Unknown",NA,37,39,2,"Transient","Resident","Resident_Transient","R-T",1,0.670449,0.313158,0.016393,-0.484757435886432
"81","1009_832",0.0128007228124374,0.0238276656243026,0,"1009","832","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,39,2,"Transient","Resident","Resident_Transient","R-T",1,0.653844,0.323752,0.022404,-0.484757435886432
"82","1009_89",0.0128216576851261,0.0255031212183309,0,"1009","89","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,44,7,"Transient","Resident","Resident_Transient","R-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,0.324766814475493
"83","1009_9",0.0133171934041667,0.0260435999510327,0,"1009","9","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,44,7,"Transient","Resident","Resident_Transient","R-T",1,0.653844,0.323752,0.022404,0.324766814475493
"84","1009_907",0.0127195148168739,0.0243162649340018,0,"1009","907","Unknown","Unknown","Unknown_Unknown",NA,37,39,2,"Transient","Resident","Resident_Transient","R-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.484757435886432
"85","1009_92",0.0114368531983625,0.0191999588278886,0,"1009","92","Unknown","Male","Male_Unknown",NA,37,43,6,"Transient","Resident","Resident_Transient","R-T",1,0.678283,0.307708,0.014009,0.162861964403108
"86","1009_94",0.0129692103296206,0.0249527364576417,0,"1009","94","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,43,6,"Transient","Resident","Resident_Transient","R-T",1,0.653844,0.323752,0.022404,0.162861964403108
"87","1009_952",0.012957794465216,0.0259685872721171,0,"1009","952","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,38,1,"Transient","Resident","Resident_Transient","R-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.646662285958817
"88","1009_9901",0.0115839619077213,0.0225583194976539,0,"1009","9901","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,44,7,"Transient","Resident","Resident_Transient","R-T",1,0.670449,0.313158,0.016393,0.324766814475493
"89","1009_9903",0.0110443688749668,0.0180994933853494,0,"1009","9903","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.678283,0.307708,0.014009,-0.808567136031202
"90","1009_9907",0.010144204223684,0.0175696705119535,0,"1009","9907","Unknown","Male","Male_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.713794286205714,0.27986472013528,0.00634099365900634,-0.808567136031202
"91","1009_9911",0.00925659030909869,0.0149895002809991,0,"1009","9911","Unknown","Male","Male_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.7203,0.274295,0.005405,-0.808567136031202
"92","1016_1019",0.0130214341082591,0.0247242598857259,0,"1016","1019","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.653844,0.323752,0.022404,-0.808567136031202
"93","1016_102",0.0105006660883153,0.0177098150245849,0,"1016","102","Unknown","Male","Male_Unknown",NA,37,44,7,"Transient","Resident","Resident_Transient","R-T",1,0.693154,0.296631,0.010215,0.324766814475493
"94","1016_1020",0.0108758101064028,0.0196139922481474,0,"1016","1020","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.678283,0.307708,0.014009,-0.808567136031202
"95","1016_1025",0.0128012869298908,0.0249765072922178,0,"1016","1025","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.653844,0.323752,0.022404,-0.808567136031202
"96","1016_1040",0.0111641714928724,0.0189436053072873,0,"1016","1040","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.685843685843686,0.302191302191302,0.011965011965012,-0.808567136031202
"97","1016_1042",0.013104110593241,0.0246673824218327,0,"1016","1042","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.808567136031202
"98","1016_1045",0.0112765149609139,0.0202508154142616,0,"1016","1045","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.670449,0.313158,0.016393,-0.808567136031202
"99","1016_1046",0.00990773032643658,0.0158449039819456,0,"1016","1046","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.713794286205714,0.27986472013528,0.00634099365900634,-0.808567136031202
"100","1016_1047",0.0122387627003152,0.0234694661494767,0,"1016","1047","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.653844,0.323752,0.022404,-0.808567136031202
"101","1016_1062",0.010183302079299,0.0171182779941518,0,"1016","1062","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.707112,0.285452,0.007436,-0.808567136031202
"102","1016_1063",0.0101624361577316,0.0178960214402865,0,"1016","1063","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.693154,0.296631,0.010215,-0.808567136031202
"103","1016_1068",0.0126686015623907,0.0265351899849744,0,"1016","1068","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.653844,0.323752,0.022404,-0.808567136031202
"104","1016_1069",0.0126629650730269,0.022789106819236,0,"1016","1069","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.653844,0.323752,0.022404,-0.808567136031202
"105","1016_1081",0.0132927271723063,0.0281057782311282,0,"1016","1081","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.653844,0.323752,0.022404,-0.808567136031202
"106","1016_1097",0.0123190718100845,0.0220582068207551,0,"1016","1097","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.670449,0.313158,0.016393,-0.808567136031202
"107","1016_1100",0.0122740666371366,0.0239734987996401,0,"1016","1100","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.808567136031202
"108","1016_1109",0.0119304785295833,0.0218985774319644,0,"1016","1109","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.808567136031202
"109","1016_1114",0.0129790777860894,0.0261904881267453,0,"1016","1114","Unknown","Male","Male_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.808567136031202
"110","1016_1116",0.012280955413727,0.0242689509145174,0,"1016","1116","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.808567136031202
"111","1016_1123",0.0128299962571204,0.0251578637729939,0,"1016","1123","Unknown","Male","Male_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.653844,0.323752,0.022404,-0.808567136031202
"112","1016_1124",0.0131049423336886,0.0237922417365449,0,"1016","1124","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.653844,0.323752,0.022404,-0.808567136031202
"113","1016_1130",0.0134476990071665,0.0253916447842835,0,"1016","1130","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.653844,0.323752,0.022404,-0.808567136031202
"114","1016_1142",0.012135495454647,0.0228865844009886,0,"1016","1142","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.808567136031202
"115","1016_1147",0.0122552337170739,0.02273867404165,0,"1016","1147","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.653844,0.323752,0.022404,-0.808567136031202
"116","1016_1153",0.013345809935397,0.0267494639499706,0,"1016","1153","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.653844,0.323752,0.022404,-0.808567136031202
"117","1016_1158",0.0135098748829996,0.025796712823206,0,"1016","1158","Unknown","Unknown","Unknown_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.653844,0.323752,0.022404,-0.808567136031202
"118","1016_1173",0.0127030030616461,0.0231216020010697,0,"1016","1173","Unknown","Male","Male_Unknown",NA,37,37,0,"Transient","Resident","Resident_Transient","R-T",1,0.662313662313662,0.318516318516319,0.0191700191700192,-0.808567136031202
"119","1016_1174",0.0127434875910351,0.0248789575374759,0,"1016","1174","Unknown","FemaleJ","FemaleJ_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.653844,0.323752,0.022404,-0.808567136031202
"120","1016_1179",0.012846931284503,0.0249643094071834,0,"1016","1179","Unknown","Male","Male_Unknown",NA,37,37,0,"Transient","Transient","Transient_Transient","T-T",1,0.653844,0.323752,0.022404,-0.808567136031202
"121","1016_118",0.0131082364672061,0.0258399944631393,0,"1016","118","Unknown","Male","Male_Unknown",NA,37,44,7,"Transient","Resident","Resident_Transient","R-T",1,0.645005,0.328831,0.026164,0.324766814475493
