"","dyad","edge","edge_sd","nAssociations","A","B","sexA","sexB","dyadicSex","dSex","absAgeA","absAgeB","ageDiff","resA","resB","dyadicResidency","dRes","likely.k","pk1","pk2","pk3","ageDiff_scaled"
"1872","162_409",0.00575979538920926,0.00771467726360297,0,"162","409","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,37,7,"Resident","Resident","Resident_Resident","R-R",1,0.773512,0.226485,3e-06,0.151776928112866
"1873","162_4113",0.00798522692060246,0.0119996391730681,0,"162","4113","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,26,18,"Resident","Resident","Resident_Resident","R-R",1,0.62483,0.374575,0.000595,1.68655469239498
"1874","162_4114",0.00823420677796565,0.0120701345278969,0,"162","4114","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,26,18,"Resident","Resident","Resident_Resident","R-R",1,0.597163,0.401478,0.001359,1.68655469239498
"1875","162_418",0.00962615298729914,0.0163357167719756,0,"162","418","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,43,1,"Resident","Resident","Resident_Resident","R-R",1,0.560954439045561,0.435248564751435,0.0037969962030038,-0.685374579677377
"1876","162_4206",0.00910288976687907,0.0146025147751596,0,"162","4206","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,25,19,"Resident","Resident","Resident_Resident","R-R",1,0.575687,0.421793,0.00252,1.82607994369335
"1877","162_4207",0.0143600804670113,0.0296165451571343,0,"162","4207","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,25,19,"Resident","Transient","Resident_Transient","R-T",2,0.487238,0.48931,0.023452,1.82607994369335
"1878","162_440",0.0115201571595175,0.0210270316463803,0,"162","440","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,43,1,"Resident","Transient","Resident_Transient","R-T",1,0.522031,0.467462,0.010507,-0.685374579677377
"1879","162_4513",0.0185600171370821,0.0175910814112982,1,"162","4513","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,24,20,"Resident","Resident","Resident_Resident","R-R",2,0.051025,0.948252,0.000723,1.96560519499173
"1880","162_4514",0.00930148083509413,0.0145217164328195,0,"162","4514","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,24,20,"Resident","Resident","Resident_Resident","R-R",1,0.575687,0.421793,0.00252,1.96560519499173
"1881","162_47",0.00961056812790228,0.0160724000705215,0,"162","47","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,44,0,"Resident","Resident","Resident_Resident","R-R",1,0.553439,0.441903,0.004658,-0.824899830975751
"1882","162_477",0.0121361670787884,0.0226034123424555,0,"162","477","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,43,1,"Resident","Transient","Resident_Transient","R-T",1,0.496380503619496,0.484406515593484,0.0192129807870192,-0.685374579677377
"1883","162_5002",0.00889641737664201,0.0144321794794269,0,"162","5002","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,22,22,"Resident","Resident","Resident_Resident","R-R",1,0.597163,0.401478,0.001359,2.24465569758847
"1884","162_5007",0.0133435125453328,0.0264308881519384,0,"162","5007","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,22,22,"Resident","Transient","Resident_Transient","R-T",1,0.496380503619496,0.484406515593484,0.0192129807870192,2.24465569758847
"1885","162_5009",0.00769864643800289,0.0110264616329314,0,"162","5009","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,23,21,"Resident","Resident","Resident_Resident","R-R",1,0.631589,0.367928,0.000483,2.1051304462901
"1886","162_5011",0.0126810360767986,0.022668179306709,0,"162","5011","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,22,22,"Resident","Transient","Resident_Transient","R-T",1,0.505197,0.479079,0.015724,2.24465569758847
"1887","162_5024",0.0101210275180394,0.0171460297648936,0,"162","5024","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,22,22,"Resident","Resident","Resident_Resident","R-R",1,0.545806,0.448481,0.005713,2.24465569758847
"1888","162_5027",0.0093199520445369,0.0149690030194205,0,"162","5027","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,22,22,"Resident","Resident","Resident_Resident","R-R",1,0.575687,0.421793,0.00252,2.24465569758847
"1889","162_5028",0.00992748504806754,0.0162717936431433,0,"162","5028","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,23,21,"Resident","Resident","Resident_Resident","R-R",1,0.553439,0.441903,0.004658,2.1051304462901
"1890","162_5029",0.00717607655444231,0.0102355451160127,0,"162","5029","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,23,21,"Resident","Resident","Resident_Resident","R-R",1,0.677136,0.322751,0.000113,2.1051304462901
"1891","162_5032",0.00942160690131949,0.0150556724903439,0,"162","5032","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,23,21,"Resident","Resident","Resident_Resident","R-R",1,0.575687,0.421793,0.00252,2.1051304462901
"1892","162_5041",0.0122199900918558,0.0228235732260186,0,"162","5041","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,22,22,"Resident","Transient","Resident_Transient","R-T",1,0.505197,0.479079,0.015724,2.24465569758847
"1893","162_5043",0.0121650314773126,0.0216194617231387,0,"162","5043","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,22,22,"Resident","Transient","Resident_Transient","R-T",1,0.513733,0.473409,0.012858,2.24465569758847
"1894","162_5052",0.00977766727299872,0.0168725117791297,0,"162","5052","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,22,22,"Resident","Transient","Resident_Transient","R-T",1,0.560954439045561,0.435248564751435,0.0037969962030038,2.24465569758847
"1895","162_5064",0.00814754936605573,0.0127119234793343,0,"162","5064","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,17,27,"Resident","Resident","Resident_Resident","R-R",1,0.62483,0.374575,0.000595,2.94228195408034
"1896","162_507",0.00871677246646718,0.0129379351072051,0,"162","507","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,40,4,"Resident","Resident","Resident_Resident","R-R",1,0.590079,0.408251,0.00167,-0.266798825782256
"1897","162_5078",0.0183441312967607,0.0183376948832028,1,"162","5078","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,23,21,"Resident","Resident","Resident_Resident","R-R",2,0.052437,0.946965,0.000598,2.1051304462901
"1898","162_5081",0.0117616524582679,0.0227689104223455,0,"162","5081","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,22,22,"Resident","Transient","Resident_Transient","R-T",1,0.522031,0.467462,0.010507,2.24465569758847
"1899","162_5091",0.01068899772756,0.0184549443193471,0,"162","5091","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,22,22,"Resident","Resident","Resident_Resident","R-R",1,0.538041,0.454956,0.007003,2.24465569758847
"1900","162_51",0.00957709659904472,0.0154159828268459,0,"162","51","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,43,1,"Resident","Resident","Resident_Resident","R-R",1,0.553439,0.441903,0.004658,-0.685374579677377
"1901","162_5106",0.0102374011678533,0.0169441639817019,0,"162","5106","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,23,21,"Resident","Resident","Resident_Resident","R-R",1,0.553439,0.441903,0.004658,2.1051304462901
"1902","162_5108",0.153579901235023,0.0970685750728936,3,"162","5108","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,22,22,"Resident","Resident","Resident_Resident","R-R",3,2e-06,0.17104,0.828958,2.24465569758847
"1903","162_5112",0.00944810685253529,0.0156474010773492,0,"162","5112","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,23,21,"Resident","Resident","Resident_Resident","R-R",1,0.575687,0.421793,0.00252,2.1051304462901
"1904","162_5113",0.0113521152064318,0.0203719510419922,0,"162","5113","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,23,21,"Resident","Resident","Resident_Resident","R-R",1,0.530124,0.461296,0.00858,2.1051304462901
"1905","162_5166",0.0134181802942117,0.0249373010550993,0,"162","5166","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,22,22,"Resident","Transient","Resident_Transient","R-T",1,0.496380503619496,0.484406515593484,0.0192129807870192,2.24465569758847
"1906","162_5184",0.00946235800701469,0.0151835443942971,0,"162","5184","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,23,21,"Resident","Resident","Resident_Resident","R-R",1,0.560954439045561,0.435248564751435,0.0037969962030038,2.1051304462901
"1907","162_5199",0.00950849152263035,0.0156191858600105,0,"162","5199","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,22,22,"Resident","Resident","Resident_Resident","R-R",1,0.582922,0.415026,0.002052,2.24465569758847
"1908","162_5220",0.0126210622800896,0.0242283368804028,0,"162","5220","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,22,22,"Resident","Transient","Resident_Transient","R-T",1,0.496380503619496,0.484406515593484,0.0192129807870192,2.24465569758847
"1909","162_531",0.00603425231325405,0.00805488619763923,0,"162","531","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,43,1,"Resident","Resident","Resident_Resident","R-R",1,0.736444,0.263542,1.4e-05,-0.685374579677377
"1910","162_54",0.00485242612101312,0.00621090867044966,0,"162","54","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,44,0,"Resident","Resident","Resident_Resident","R-R",1,0.858333141666858,0.141665858334142,9.99999000001e-07,-0.824899830975751
"1911","162_5919",0.0106153678239259,0.0179109306024779,0,"162","5919","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,23,21,"Resident","Transient","Resident_Transient","R-T",1,0.538041,0.454956,0.007003,2.1051304462901
"1912","162_6002",0.0104972649549983,0.0181677555991179,0,"162","6002","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,20,24,"Resident","Resident","Resident_Resident","R-R",1,0.530124,0.461296,0.00858,2.52370620018522
"1913","162_6004",0.0112329746819688,0.0179562769323026,0,"162","6004","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,20,24,"Resident","Transient","Resident_Transient","R-T",1,0.522031,0.467462,0.010507,2.52370620018522
"1914","162_6006",0.0118818134669484,0.021303292568941,0,"162","6006","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,20,24,"Resident","Transient","Resident_Transient","R-T",1,0.522031,0.467462,0.010507,2.52370620018522
"1915","162_6011",0.0113205448920193,0.0205988015263807,0,"162","6011","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,20,24,"Resident","Transient","Resident_Transient","R-T",1,0.530124,0.461296,0.00858,2.52370620018522
"1916","162_61",0.0091298201861778,0.0139039862200487,0,"162","61","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,44,0,"Resident","Resident","Resident_Resident","R-R",1,0.575687,0.421793,0.00252,-0.824899830975751
"1917","162_6103",0.0135362756630532,0.0262845037605492,0,"162","6103","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,18,26,"Resident","Transient","Resident_Transient","R-T",2,0.487238,0.48931,0.023452,2.80275670278197
"1918","162_6106",0.0136803665262138,0.0300756022483381,0,"162","6106","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,18,26,"Resident","Resident","Resident_Resident","R-R",1,0.496380503619496,0.484406515593484,0.0192129807870192,2.80275670278197
"1919","162_6113",0.00785526438700099,0.0115034867915044,0,"162","6113","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,18,26,"Resident","Resident","Resident_Resident","R-R",1,0.638285,0.361322,0.000393,2.80275670278197
"1920","162_6114",0.0130575152241283,0.0253719612193874,0,"162","6114","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,18,26,"Resident","Transient","Resident_Transient","R-T",2,0.487238,0.48931,0.023452,2.80275670278197
"1921","162_6115",0.0614541006333292,0.0479520877818251,2,"162","6115","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,16,28,"Resident","Resident","Resident_Resident","R-R",2,0.000599000599000599,0.864026864026864,0.135374135374135,3.08180720537872
"1922","162_6118",0.0121591492404306,0.0230317129901397,0,"162","6118","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,18,26,"Resident","Transient","Resident_Transient","R-T",1,0.513733,0.473409,0.012858,2.80275670278197
"1923","162_6120",0.00925460180756523,0.0144531176653409,0,"162","6120","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,18,26,"Resident","Resident","Resident_Resident","R-R",1,0.575687,0.421793,0.00252,2.80275670278197
"1924","162_6124",0.0124631242712593,0.0222853100624149,0,"162","6124","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,18,26,"Resident","Transient","Resident_Transient","R-T",1,0.505197,0.479079,0.015724,2.80275670278197
"1925","162_6127",0.0105800452873859,0.0175973656342569,0,"162","6127","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,18,26,"Resident","Transient","Resident_Transient","R-T",1,0.530124,0.461296,0.00858,2.80275670278197
"1926","162_6128",0.00732135298107711,0.0103078442981284,0,"162","6128","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,18,26,"Resident","Resident","Resident_Resident","R-R",1,0.651490651490651,0.348250348250348,0.000259000259000259,2.80275670278197
"1927","162_6130",0.00581184742712541,0.00752665198247758,0,"162","6130","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,18,26,"Resident","Resident","Resident_Resident","R-R",1,0.76331,0.236685,5e-06,2.80275670278197
"1928","162_6131",0.0130518697075775,0.0261319757197839,0,"162","6131","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,18,26,"Resident","Transient","Resident_Transient","R-T",1,0.496380503619496,0.484406515593484,0.0192129807870192,2.80275670278197
"1929","162_6134",0.0107696220813641,0.0187784403011467,0,"162","6134","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,18,26,"Resident","Resident","Resident_Resident","R-R",1,0.538041,0.454956,0.007003,2.80275670278197
"1930","162_6140",0.00724347489547877,0.010065267127558,0,"162","6140","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,18,26,"Resident","Resident","Resident_Resident","R-R",1,0.670822,0.329039,0.000139,2.80275670278197
"1931","162_6141",0.00902789660863747,0.0148441085824767,0,"162","6141","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,18,26,"Resident","Resident","Resident_Resident","R-R",1,0.582922,0.415026,0.002052,2.80275670278197
"1932","162_6145",0.00955933101031681,0.0152193279744363,0,"162","6145","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,16,28,"Resident","Resident","Resident_Resident","R-R",1,0.560954439045561,0.435248564751435,0.0037969962030038,3.08180720537872
"1933","162_6146",0.0148213386030551,0.0339125302625114,0,"162","6146","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,18,26,"Resident","Transient","Resident_Transient","R-T",2,0.487238,0.48931,0.023452,2.80275670278197
"1934","162_617",0.0101129168416026,0.0165001799354947,0,"162","617","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,40,4,"Resident","Resident","Resident_Resident","R-R",1,0.560954439045561,0.435248564751435,0.0037969962030038,-0.266798825782256
"1935","162_619",0.010348590759806,0.0176605982378657,0,"162","619","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,40,4,"Resident","Resident","Resident_Resident","R-R",1,0.553439,0.441903,0.004658,-0.266798825782256
"1936","162_6200",0.013084653948418,0.0249603574406734,0,"162","6200","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,17,27,"Resident","Transient","Resident_Transient","R-T",1,0.496380503619496,0.484406515593484,0.0192129807870192,2.94228195408034
"1937","162_6203",0.00785709351071606,0.0118987725335635,0,"162","6203","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,17,27,"Resident","Resident","Resident_Resident","R-R",1,0.61801,0.381259,0.000731,2.94228195408034
"1938","162_6206",0.00958855205323174,0.0153502021643085,0,"162","6206","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,17,27,"Resident","Transient","Resident_Transient","R-T",1,0.568367568367568,0.428539428539429,0.00309300309300309,2.94228195408034
"1939","162_6208",0.00976653116553634,0.0170730642355813,0,"162","6208","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,15,29,"Resident","Resident","Resident_Resident","R-R",1,0.553439,0.441903,0.004658,3.22133245667709
"1940","162_6211",0.00896900314362883,0.0143201572525946,0,"162","6211","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,17,27,"Resident","Resident","Resident_Resident","R-R",1,0.582922,0.415026,0.002052,2.94228195408034
"1941","162_6215",0.00741657762482492,0.010522100777004,0,"162","6215","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,15,29,"Resident","Resident","Resident_Resident","R-R",1,0.657998,0.341791,0.000211,3.22133245667709
"1942","162_6221",0.0131687851989423,0.0251413458142153,0,"162","6221","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,17,27,"Resident","Transient","Resident_Transient","R-T",1,0.496380503619496,0.484406515593484,0.0192129807870192,2.94228195408034
"1943","162_6224",0.0103666403348778,0.0180834949466241,0,"162","6224","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,17,27,"Resident","Resident","Resident_Resident","R-R",1,0.545806,0.448481,0.005713,2.94228195408034
"1944","162_623",0.0130944880032251,0.0237608808281096,0,"162","623","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,40,4,"Resident","Transient","Resident_Transient","R-T",1,0.496380503619496,0.484406515593484,0.0192129807870192,-0.266798825782256
"1945","162_6246",0.00776799455285862,0.0123093897092184,0,"162","6246","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,14,30,"Resident","Resident","Resident_Resident","R-R",1,0.631589,0.367928,0.000483,3.36085770797547
"1946","162_629",0.010931159261625,0.0188053645859037,0,"162","629","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,40,4,"Resident","Resident","Resident_Resident","R-R",1,0.522031,0.467462,0.010507,-0.266798825782256
"1947","162_633",0.00891935383024441,0.013548589529074,0,"162","633","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,40,4,"Resident","Resident","Resident_Resident","R-R",1,0.582922,0.415026,0.002052,-0.266798825782256
"1948","162_635",0.0104996325634983,0.0175137196011718,0,"162","635","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,40,4,"Resident","Resident","Resident_Resident","R-R",1,0.538041,0.454956,0.007003,-0.266798825782256
"1949","162_64",0.0128938263276063,0.0245249121805169,0,"162","64","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,43,1,"Resident","Transient","Resident_Transient","R-T",1,0.496380503619496,0.484406515593484,0.0192129807870192,-0.685374579677377
"1950","162_6405",0.0111672568471721,0.0192635335114106,0,"162","6405","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,14,30,"Resident","Transient","Resident_Transient","R-T",1,0.513733,0.473409,0.012858,3.36085770797547
"1951","162_6407",0.0116692118992338,0.0205568917364147,0,"162","6407","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,14,30,"Resident","Transient","Resident_Transient","R-T",1,0.530124,0.461296,0.00858,3.36085770797547
"1952","162_6408",0.0624322701106703,0.0764527766565935,1,"162","6408","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,14,30,"Resident","Transient","Resident_Transient","R-T",2,0.017128,0.77402,0.208852,3.36085770797547
"1953","162_6415",0.00622233155429172,0.00828182216027484,0,"162","6415","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,14,30,"Resident","Resident","Resident_Resident","R-R",1,0.747422,0.252569,9e-06,3.36085770797547
"1954","162_6418",0.0109037355577287,0.0184827555015806,0,"162","6418","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,14,30,"Resident","Transient","Resident_Transient","R-T",1,0.530124,0.461296,0.00858,3.36085770797547
"1955","162_6423",0.0107767987602274,0.0189990747336463,0,"162","6423","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,14,30,"Resident","Transient","Resident_Transient","R-T",1,0.530124,0.461296,0.00858,3.36085770797547
"1956","162_6427",0.00946989197551588,0.0148543665291801,0,"162","6427","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,14,30,"Resident","Resident","Resident_Resident","R-R",1,0.568367568367568,0.428539428539429,0.00309300309300309,3.36085770797547
"1957","162_6431",0.00864145880143885,0.0128041464141105,0,"162","6431","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,14,30,"Resident","Resident","Resident_Resident","R-R",1,0.582922,0.415026,0.002052,3.36085770797547
"1958","162_6441",0.00832568114892009,0.0125268103631091,0,"162","6441","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,14,30,"Resident","Resident","Resident_Resident","R-R",1,0.604177395822604,0.394716605283395,0.00110599889400111,3.36085770797547
"1959","162_649",0.0102673482031159,0.0166583105087449,0,"162","649","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,37,7,"Resident","Resident","Resident_Resident","R-R",1,0.538041,0.454956,0.007003,0.151776928112866
"1960","162_6502",0.00991173194784943,0.0159848228353705,0,"162","6502","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,12,32,"Resident","Resident","Resident_Resident","R-R",1,0.560954439045561,0.435248564751435,0.0037969962030038,3.63990821057221
"1961","162_6508",0.0124964556194716,0.0230692651419652,0,"162","6508","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,10,34,"Resident","Resident","Resident_Resident","R-R",1,0.513733,0.473409,0.012858,3.91895871316896
"1962","162_6513",0.0114027249224946,0.0206746623477091,0,"162","6513","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,12,32,"Resident","Transient","Resident_Transient","R-T",1,0.522031,0.467462,0.010507,3.63990821057221
"1963","162_6519",0.031658589588446,0.0325666886411519,1,"162","6519","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,12,32,"Resident","Resident","Resident_Resident","R-R",2,0.0275430275430275,0.934480934480934,0.037976037976038,3.63990821057221
"1964","162_6521",0.0114797886156811,0.0203025176201104,0,"162","6521","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,10,34,"Resident","Resident","Resident_Resident","R-R",1,0.513733,0.473409,0.012858,3.91895871316896
"1965","162_653",0.00778718187372964,0.0113797473828099,0,"162","653","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,40,4,"Resident","Resident","Resident_Resident","R-R",1,0.631589,0.367928,0.000483,-0.266798825782256
"1966","162_6537",0.0100806243289584,0.0161183512267922,0,"162","6537","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,12,32,"Resident","Transient","Resident_Transient","R-T",1,0.538041,0.454956,0.007003,3.63990821057221
"1967","162_6540",0.0111298056863988,0.0198939287085963,0,"162","6540","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,10,34,"Resident","Resident","Resident_Resident","R-R",1,0.530124,0.461296,0.00858,3.91895871316896
"1968","162_6543",0.00885070379111931,0.0141356220687022,0,"162","6543","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,12,32,"Resident","Resident","Resident_Resident","R-R",1,0.597163,0.401478,0.001359,3.63990821057221
"1969","162_6555",0.0071897014589709,0.0104977936600729,0,"162","6555","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,12,32,"Resident","Resident","Resident_Resident","R-R",1,0.664443,0.335386,0.000171,3.63990821057221
"1970","162_6561",0.0106646047200862,0.0174357385180064,0,"162","6561","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,10,34,"Resident","Resident","Resident_Resident","R-R",1,0.538041,0.454956,0.007003,3.91895871316896
"1971","162_6563",0.00874537710041465,0.0143103578263979,0,"162","6563","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,12,32,"Resident","Resident","Resident_Resident","R-R",1,0.597163,0.401478,0.001359,3.63990821057221
"1972","162_6565",0.0110642070405337,0.0195653284776672,0,"162","6565","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,12,32,"Resident","Transient","Resident_Transient","R-T",1,0.522031,0.467462,0.010507,3.63990821057221
"1973","162_6568",0.0090104975764267,0.0139640319113834,0,"162","6568","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,12,32,"Resident","Transient","Resident_Transient","R-T",1,0.575687,0.421793,0.00252,3.63990821057221
"1974","162_6600",0.0135402020116918,0.0276956493689627,0,"162","6600","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,8,36,"Resident","Resident","Resident_Resident","R-R",1,0.496380503619496,0.484406515593484,0.0192129807870192,4.19800921576571
"1975","162_6601",0.00863392601664619,0.0128721785070675,0,"162","6601","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,10,34,"Resident","Transient","Resident_Transient","R-T",1,0.597163,0.401478,0.001359,3.91895871316896
"1976","162_6602",0.0113409388200494,0.0212880051535823,0,"162","6602","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,10,34,"Resident","Resident","Resident_Resident","R-R",1,0.538041,0.454956,0.007003,3.91895871316896
"1977","162_6628",0.0103065230318508,0.0181584008021103,0,"162","6628","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,10,34,"Resident","Resident","Resident_Resident","R-R",1,0.545806,0.448481,0.005713,3.91895871316896
"1978","162_6629",0.0122250984018288,0.0227029013242503,0,"162","6629","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,10,34,"Resident","Transient","Resident_Transient","R-T",1,0.513733,0.473409,0.012858,3.91895871316896
"1979","162_6640",0.0108826949185456,0.0187628793390804,0,"162","6640","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,10,34,"Resident","Resident","Resident_Resident","R-R",1,0.545806,0.448481,0.005713,3.91895871316896
"1980","162_667",0.0131597954751032,0.0259747214890737,0,"162","667","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,40,4,"Resident","Transient","Resident_Transient","R-T",1,0.496380503619496,0.484406515593484,0.0192129807870192,-0.266798825782256
"1981","162_674",0.00864755664383324,0.0132810204404619,0,"162","674","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,40,4,"Resident","Resident","Resident_Resident","R-R",1,0.582922,0.415026,0.002052,-0.266798825782256
"1982","162_677",0.00943829282646184,0.0158497812736947,0,"162","677","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,37,7,"Resident","Resident","Resident_Resident","R-R",1,0.575687,0.421793,0.00252,0.151776928112866
"1983","162_683",0.0131567882330853,0.025604707693063,0,"162","683","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,40,4,"Resident","Transient","Resident_Transient","R-T",1,0.496380503619496,0.484406515593484,0.0192129807870192,-0.266798825782256
"1984","162_690",0.0125566422402708,0.0240005746040097,0,"162","690","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,40,4,"Resident","Transient","Resident_Transient","R-T",1,0.496380503619496,0.484406515593484,0.0192129807870192,-0.266798825782256
"1985","162_699",0.0131222700416719,0.0242677622926057,0,"162","699","FemaleJ","FemaleJ","FemaleJ_FemaleJ","F-F",44,40,4,"Resident","Transient","Resident_Transient","R-T",2,0.487238,0.48931,0.023452,-0.266798825782256
