"","dyad","edge","edge_sd","nAssociations","A","B","sexA","sexB","dyadicSex","dSex","absAgeA","absAgeB","ageDiff","resA","resB","dyadicResidency","dRes","P(k1)","P(k2)","P(k3)","likely.k"
"4454","399_509",0.0116062931719931,0.0221610463738891,0,"399","509","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Transient","Resident","Resident_Transient","R-T",0.692211,0.30042,0.00737,1
"4455","399_549",0.0110327656497384,0.0185529219551239,0,"399","549","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Transient","Resident","Resident_Transient","R-T",0.692211,0.30042,0.00737,1
"4456","399_558",0.0128114938189117,0.0258176735917637,0,"399","558","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Transient","Resident","Resident_Transient","R-T",0.685267,0.306249,0.008485,1
"4457","399_562",0.0120787441930486,0.0223280162033545,0,"399","562","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Transient","Transient","Transient_Transient","T-T",0.685267,0.306249,0.008485,1
"4458","399_74",0.0108226314892189,0.0188051737225119,0,"399","74","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Transient","Resident","Resident_Transient","R-T",0.698996,0.294605,0.006399,1
"4459","399_76",0.00946090324640743,0.0144489638579174,0,"399","76","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,44,1,"Transient","Resident","Resident_Transient","R-T",0.718481,0.277337,0.004181,1
"4460","399_92",0.0121973930043991,0.0226106582025938,0,"399","92","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Transient","Resident","Resident_Transient","R-T",0.685267,0.306249,0.008485,1
"4461","3_302",0.00927506181799187,0.0150371920579463,0,"3","302","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,43,2,"Resident","Transient","Resident_Transient","R-T",0.724709,0.271664,0.003627,1
"4462","3_303",0.00716877748502926,0.0100952685047025,0,"3","303","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,37,8,"Resident","Resident","Resident_Resident","R-R",0.809703,0.189935,0.000362,1
"4463","3_306",0.00994510219538014,0.0150723041560836,0,"3","306","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,43,2,"Resident","Transient","Resident_Transient","R-T",0.724709,0.271664,0.003627,1
"4464","3_314",0.00764274931781333,0.01081776869205,0,"3","314","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,43,2,"Resident","Transient","Resident_Transient","R-T",0.785834,0.213419,0.000747,1
"4465","3_316",0.00855941533807527,0.0127488438062343,0,"3","316","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,43,2,"Resident","Transient","Resident_Transient","R-T",0.754074,0.244152,0.001774,1
"4466","3_322",0.00874192406820513,0.0136498201902854,0,"3","322","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,43,2,"Resident","Resident","Resident_Resident","R-R",0.742667,0.25497,0.002363,1
"4467","3_332",0.00892352280821984,0.0133631812310373,0,"3","332","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,43,2,"Resident","Transient","Resident_Transient","R-T",0.736798,0.260476,0.002726,1
"4468","3_385",0.00950845274614347,0.0144173329603895,0,"3","385","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,43,2,"Resident","Resident","Resident_Resident","R-R",0.730813,0.266042,0.003145,1
"4469","3_389",0.00895354061614394,0.013852326553872,0,"3","389","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,43,2,"Resident","Transient","Resident_Transient","R-T",0.730813,0.266042,0.003145,1
"4470","3_399",0.00937722430989792,0.0145828795814834,0,"3","399","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,43,2,"Resident","Transient","Resident_Transient","R-T",0.736798,0.260476,0.002726,1
"4471","3_406",0.00909278253958362,0.0139861806634206,0,"3","406","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,43,2,"Resident","Transient","Resident_Transient","R-T",0.736798,0.260476,0.002726,1
"4472","3_407",0.0098273547920007,0.0159854412450659,0,"3","407","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,43,2,"Resident","Resident","Resident_Resident","R-R",0.736798,0.260476,0.002726,1
"4473","3_409",0.00624182357845568,0.00866049765769321,0,"3","409","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,37,8,"Resident","Resident","Resident_Resident","R-R",0.858286,0.141651,6.3e-05,1
"4474","3_418",0.00808803611514939,0.0124260592359084,0,"3","418","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,43,2,"Resident","Resident","Resident_Resident","R-R",0.770399,0.228449,0.001152,1
"4475","3_440",0.0092986915597751,0.0152298279080002,0,"3","440","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,43,2,"Resident","Transient","Resident_Transient","R-T",0.748425,0.249528,0.002047,1
"4476","3_47",0.00770886750709556,0.0112625444148867,0,"3","47","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,44,1,"Resident","Resident","Resident_Resident","R-R",0.785834,0.213419,0.000747,1
"4477","3_477",0.00951998489101286,0.0162433674983408,0,"3","477","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,43,2,"Resident","Transient","Resident_Transient","R-T",0.730813,0.266042,0.003145,1
"4478","3_507",0.00663153571314744,0.00892770288151199,0,"3","507","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,40,5,"Resident","Resident","Resident_Resident","R-R",0.835464,0.164385,0.000151,1
"4479","3_51",0.0288118384490201,0.0308609262739476,1,"3","51","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,43,2,"Resident","Resident","Resident_Resident","R-R",0.224263,0.753946,0.021791,2
"4480","3_531",0.013213844460953,0.0121271706644804,1,"3","531","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,43,2,"Resident","Resident","Resident_Resident","R-R",0.489809,0.510078,0.000113,2
"4481","3_54",0.00487155625257741,0.00609299304577772,0,"3","54","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,44,1,"Resident","Resident","Resident_Resident","R-R",0.937604,0.062396,1e-06,1
"4482","3_61",0.00748367947975201,0.0111480068773643,0,"3","61","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,44,1,"Resident","Resident","Resident_Resident","R-R",0.800426,0.19909,0.000484,1
"4483","3_617",0.00941127927594877,0.0146400137401112,0,"3","617","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,40,5,"Resident","Resident","Resident_Resident","R-R",0.718481,0.277337,0.004181,1
"4484","3_619",0.0104029720883145,0.0163699849688111,0,"3","619","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,40,5,"Resident","Resident","Resident_Resident","R-R",0.698996,0.294605,0.006399,1
"4485","3_623",0.0137685388725429,0.026883757106719,0,"3","623","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,40,5,"Resident","Transient","Resident_Transient","R-T",0.670862,0.317904,0.011234,1
"4486","3_629",0.0115927222550263,0.0198672259930288,0,"3","629","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,40,5,"Resident","Resident","Resident_Resident","R-R",0.685267,0.306249,0.008485,1
"4487","3_633",0.00943090201647361,0.0156668112445104,0,"3","633","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,40,5,"Resident","Resident","Resident_Resident","R-R",0.736798,0.260476,0.002726,1
"4488","3_635",0.0116406553631544,0.0216897207617974,0,"3","635","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,40,5,"Resident","Resident","Resident_Resident","R-R",0.685267,0.306249,0.008485,1
"4489","3_64",0.0355775482131018,0.0398846116517795,1,"3","64","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,43,2,"Resident","Transient","Resident_Transient","R-T",0.184954,0.763335,0.051711,2
"4490","3_649",0.00724553819419278,0.00976598567002118,0,"3","649","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,37,8,"Resident","Resident","Resident_Resident","R-R",0.814209,0.185478,0.000313,1
"4491","3_653",0.0351802996480217,0.0257072692174846,2,"3","653","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,40,5,"Resident","Resident","Resident_Resident","R-R",0.044402,0.941913,0.013684,2
"4492","3_667",0.012938440315629,0.0240593310358238,0,"3","667","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,40,5,"Resident","Transient","Resident_Transient","R-T",0.670862,0.317904,0.011234,1
"4493","3_674",0.00658390456871102,0.00888841790615475,0,"3","674","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,40,5,"Resident","Resident","Resident_Resident","R-R",0.835464,0.164385,0.000151,1
"4494","3_677",0.0199042957312885,0.019006374782594,1,"3","677","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,37,8,"Resident","Resident","Resident_Resident","R-R",0.30841,0.687971,0.003619,2
"4495","3_683",0.0135038572192526,0.0262840360883136,0,"3","683","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,40,5,"Resident","Transient","Resident_Transient","R-T",0.670862,0.317904,0.011234,1
"4496","3_690",0.0135098221407247,0.0264506931172123,0,"3","690","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,40,5,"Resident","Transient","Resident_Transient","R-T",0.670862,0.317904,0.011234,1
"4497","3_699",0.0139736310188845,0.0287256109885534,0,"3","699","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,40,5,"Resident","Transient","Resident_Transient","R-T",0.663377,0.323704,0.01292,1
"4498","3_701",0.0128730778648699,0.0255009696713245,0,"3","701","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,40,5,"Resident","Transient","Resident_Transient","R-T",0.670862,0.317904,0.011234,1
"4499","3_832",0.0167403784100603,0.0164855245687325,1,"3","832","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,39,6,"Resident","Resident","Resident_Resident","R-R",0.368098,0.630792,0.00111,2
"4500","3_85",0.00874941257330433,0.0136762328021701,0,"3","85","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,43,2,"Resident","Transient","Resident_Transient","R-T",0.765059,0.233611,0.001331,1
"4501","3_871",0.0125739728314383,0.0231409690529351,0,"3","871","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,39,6,"Resident","Transient","Resident_Transient","R-T",0.678154,0.312081,0.009765,1
"4502","3_89",0.00546138813414254,0.00726877574632782,0,"3","89","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,44,1,"Resident","Resident","Resident_Resident","R-R",0.893189,0.106798,1.2e-05,1
"4503","3_9",0.00588869469166754,0.00759972703545872,0,"3","9","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,44,1,"Resident","Resident","Resident_Resident","R-R",0.861819,0.138127,5.4e-05,1
"4504","3_94",0.0206009760791017,0.0205185655909961,1,"3","94","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,43,2,"Resident","Resident","Resident_Resident","R-R",0.28951,0.705146,0.005344,2
"4505","3_950",0.0431440195764629,0.0328342529740584,2,"3","950","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,36,9,"Resident","Resident","Resident_Resident","R-R",0.033542,0.926226,0.040231,2
"4506","3_952",0.0171873860871586,0.0164165398801011,1,"3","952","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,38,7,"Resident","Resident","Resident_Resident","R-R",0.354465,0.644089,0.001446,2
"4507","3_959",0.0137088334078173,0.0270411196200878,0,"3","959","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,38,7,"Resident","Resident","Resident_Resident","R-R",0.663377,0.323704,0.01292,1
"4508","3_961",0.00685837134079051,0.00959529847102855,0,"3","961","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,36,9,"Resident","Resident","Resident_Resident","R-R",0.827214,0.172584,0.000202,1
"4509","3_98",0.00789932074109384,0.0116235966419666,0,"3","98","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,44,1,"Resident","Resident","Resident_Resident","R-R",0.770399,0.228449,0.001152,1
"4510","3_9901",0.00617230391954625,0.00790056123669719,0,"3","9901","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,44,1,"Resident","Resident","Resident_Resident","R-R",0.854678,0.14525,7.3e-05,1
"4511","3_9902",0.00888378222866913,0.0138179319087247,0,"3","9902","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,43,2,"Resident","Resident","Resident_Resident","R-R",0.754074,0.244152,0.001774,1
"4512","3_9910",0.00942996872195035,0.0153062491174691,0,"3","9910","Male","Female-Juvenile","Female-Juvenile_Male","F-M",45,43,2,"Resident","Transient","Resident_Transient","R-T",0.730813,0.266042,0.003145,1
"4513","406_413",0.04560206245708,0.0525669768739258,1,"406","413","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Transient","Resident","Resident_Transient","R-T",0.162554,0.754306,0.08314,2
"4514","406_45",0.00845730803149772,0.0128633907498097,0,"406","45","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,44,1,"Transient","Resident","Resident_Transient","R-T",0.748425,0.249528,0.002047,1
"4515","406_452",0.0118472010490945,0.0220259503525036,0,"406","452","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Transient","Transient","Transient_Transient","T-T",0.685267,0.306249,0.008485,1
"4516","406_480",0.0102666806206875,0.0175920311431136,0,"406","480","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Transient","Resident","Resident_Transient","R-T",0.712124,0.283056,0.00482,1
"4517","406_496",0.0115919052875433,0.0193639560390974,0,"406","496","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Transient","Transient","Transient_Transient","T-T",0.698996,0.294605,0.006399,1
"4518","406_504",0.010924161193684,0.0181441994508443,0,"406","504","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Transient","Transient","Transient_Transient","T-T",0.692211,0.30042,0.00737,1
"4519","406_509",0.0118288530903114,0.0211430613405945,0,"406","509","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Transient","Resident","Resident_Transient","R-T",0.692211,0.30042,0.00737,1
"4520","406_549",0.0113820534045595,0.0202652408999137,0,"406","549","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Transient","Resident","Resident_Transient","R-T",0.692211,0.30042,0.00737,1
"4521","406_558",0.0123442201443631,0.021395120722537,0,"406","558","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Transient","Resident","Resident_Transient","R-T",0.685267,0.306249,0.008485,1
"4522","406_562",0.0114920829171548,0.0205062766708114,0,"406","562","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Transient","Transient","Transient_Transient","T-T",0.685267,0.306249,0.008485,1
"4523","406_74",0.0113085455250941,0.0203273628038633,0,"406","74","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Transient","Resident","Resident_Transient","R-T",0.698996,0.294605,0.006399,1
"4524","406_76",0.0100423192426763,0.0159797913026651,0,"406","76","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,44,1,"Transient","Resident","Resident_Transient","R-T",0.718481,0.277337,0.004181,1
"4525","406_92",0.0117355958979178,0.0222825936924331,0,"406","92","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Transient","Resident","Resident_Transient","R-T",0.685267,0.306249,0.008485,1
"4526","407_413",0.0109560978731696,0.0177868666527734,0,"407","413","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Resident","Resident","Resident_Resident","R-R",0.698996,0.294605,0.006399,1
"4527","407_45",0.00783783741124329,0.0118930474383337,0,"407","45","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,44,1,"Resident","Resident","Resident_Resident","R-R",0.785834,0.213419,0.000747,1
"4528","407_452",0.0125784329565079,0.0232645130939387,0,"407","452","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Resident","Transient","Resident_Transient","R-T",0.670862,0.317904,0.011234,1
"4529","407_480",0.0105097811499639,0.0180338689270902,0,"407","480","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Resident","Resident","Resident_Resident","R-R",0.705631,0.288815,0.005554,1
"4530","407_496",0.0118905399377918,0.0208963577216426,0,"407","496","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Resident","Transient","Resident_Transient","R-T",0.685267,0.306249,0.008485,1
"4531","407_504",0.0120887574883755,0.0215755801566951,0,"407","504","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Resident","Transient","Resident_Transient","R-T",0.678154,0.312081,0.009765,1
"4532","407_509",0.0116311104927138,0.0200000317872096,0,"407","509","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Resident","Resident","Resident_Resident","R-R",0.685267,0.306249,0.008485,1
"4533","407_549",0.010537737197985,0.0168537878670942,0,"407","549","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Resident","Resident","Resident_Resident","R-R",0.705631,0.288815,0.005554,1
"4534","407_558",0.0114518016479991,0.0201593607187909,0,"407","558","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Resident","Resident","Resident_Resident","R-R",0.678154,0.312081,0.009765,1
"4535","407_562",0.0125118639920009,0.021407333395618,0,"407","562","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Resident","Transient","Resident_Transient","R-T",0.670862,0.317904,0.011234,1
"4536","407_74",0.0111986130777521,0.0201279642926988,0,"407","74","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Resident","Resident","Resident_Resident","R-R",0.685267,0.306249,0.008485,1
"4537","407_76",0.0104080150155354,0.0174675790420324,0,"407","76","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,44,1,"Resident","Resident","Resident_Resident","R-R",0.712124,0.283056,0.00482,1
"4538","407_804",0.0130151115474996,0.0225511058405899,0,"407","804","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,39,4,"Resident","Resident","Resident_Resident","R-R",0.670862,0.317904,0.011234,1
"4539","407_824",0.0134777786041827,0.0275901770605008,0,"407","824","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,39,4,"Resident","Resident","Resident_Resident","R-R",0.670862,0.317904,0.011234,1
"4540","407_92",0.0125327305651121,0.0244637061801283,0,"407","92","Female-Juvenile","Male","Female-Juvenile_Male","F-M",43,43,0,"Resident","Resident","Resident_Resident","R-R",0.678154,0.312081,0.009765,1
"4541","409_4104",0.00969133539679032,0.0156847463007069,0,"409","4104","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,26,11,"Resident","Resident","Resident_Resident","R-R",0.736798,0.260476,0.002726,1
"4542","409_413",0.00681502878890667,0.00961235149921648,0,"409","413","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,43,6,"Resident","Resident","Resident_Resident","R-R",0.83138,0.168445,0.000175,1
"4543","409_45",0.0109053427106844,0.00994236939434602,1,"409","45","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,44,7,"Resident","Resident","Resident_Resident","R-R",0.633069,0.366924,7e-06,1
"4544","409_480",0.0192796706766236,0.0191233201571829,1,"409","480","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,43,6,"Resident","Resident","Resident_Resident","R-R",0.321293,0.675919,0.002788,2
"4545","409_5001",0.00934459574505513,0.0149456167423459,0,"409","5001","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,22,15,"Resident","Resident","Resident_Resident","R-R",0.730813,0.266042,0.003145,1
"4546","409_5003",0.0156059161330067,0.0146112241674153,1,"409","5003","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,23,14,"Resident","Resident","Resident_Resident","R-R",0.402973,0.596456,0.000571,2
"4547","409_5018",0.0475127954998605,0.0348695684646409,2,"409","5018","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,22,15,"Resident","Resident","Resident_Resident","R-R",0.030269,0.912625,0.057106,2
"4548","409_5019",0.00917880631722149,0.0152149058631043,0,"409","5019","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,23,14,"Resident","Resident","Resident_Resident","R-R",0.748425,0.249528,0.002047,1
"4549","409_5031",0.0250586434606104,0.0254633083866463,1,"409","5031","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,23,14,"Resident","Resident","Resident_Resident","R-R",0.247328,0.739535,0.013137,2
"4550","409_5036",0.0191917483935003,0.0188783118525809,1,"409","5036","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,23,14,"Resident","Resident","Resident_Resident","R-R",0.321293,0.675919,0.002788,2
"4551","409_5044",0.00933569439599269,0.0151100546351368,0,"409","5044","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,23,14,"Resident","Resident","Resident_Resident","R-R",0.742667,0.25497,0.002363,1
"4552","409_5049",0.00998696315405699,0.0161764015408703,0,"409","5049","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,22,15,"Resident","Transient","Resident_Transient","R-T",0.712124,0.283056,0.00482,1
"4553","409_5061",0.00715401216092772,0.00986246434525067,0,"409","5061","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,22,15,"Resident","Resident","Resident_Resident","R-R",0.795654,0.203787,0.000559,1
"4554","409_5068",0.0204520302332268,0.0200533274466861,1,"409","5068","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,22,15,"Resident","Resident","Resident_Resident","R-R",0.295753,0.699552,0.004694,2
"4555","409_5071",0.00763583987794291,0.0110282051884022,0,"409","5071","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,22,15,"Resident","Resident","Resident_Resident","R-R",0.785834,0.213419,0.000747,1
"4556","409_5075",0.0068357957224872,0.00963894526419928,0,"409","5075","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,23,14,"Resident","Resident","Resident_Resident","R-R",0.814209,0.185478,0.000313,1
"4557","409_509",0.0100339757705672,0.017929309229921,0,"409","509","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,43,6,"Resident","Resident","Resident_Resident","R-R",0.712124,0.283056,0.00482,1
"4558","409_5137",0.0119367126087344,0.0209777292850008,0,"409","5137","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,23,14,"Resident","Resident","Resident_Resident","R-R",0.678154,0.312081,0.009765,1
"4559","409_5158",0.00763133171952344,0.0115613189149294,0,"409","5158","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,23,14,"Resident","Resident","Resident_Resident","R-R",0.795654,0.203787,0.000559,1
"4560","409_5161",0.0107310359986729,0.017817137945158,0,"409","5161","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,23,14,"Resident","Resident","Resident_Resident","R-R",0.712124,0.283056,0.00482,1
"4561","409_5165",0.0225717457229451,0.0227389197306428,1,"409","5165","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,23,14,"Resident","Resident","Resident_Resident","R-R",0.277192,0.715887,0.006921,2
"4562","409_5194",0.0751611013727731,0.0471898361610612,3,"409","5194","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,22,15,"Resident","Resident","Resident_Resident","R-R",0.002415,0.778661,0.218924,2
"4563","409_549",0.00685786541744456,0.0094403180089368,0,"409","549","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,43,6,"Resident","Resident","Resident_Resident","R-R",0.818629,0.1811,0.00027,1
"4564","409_558",0.00853853379910202,0.01284427782201,0,"409","558","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,43,6,"Resident","Resident","Resident_Resident","R-R",0.754074,0.244152,0.001774,1
"4565","409_6000",0.012765824703247,0.0244854134148327,0,"409","6000","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,20,17,"Resident","Transient","Resident_Transient","R-T",0.678154,0.312081,0.009765,1
"4566","409_6001",0.012041739807334,0.0222692130282522,0,"409","6001","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,20,17,"Resident","Transient","Resident_Transient","R-T",0.678154,0.312081,0.009765,1
"4567","409_6003",0.00789907992477815,0.0116981697184635,0,"409","6003","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,20,17,"Resident","Resident","Resident_Resident","R-R",0.77564,0.223362,0.000997,1
"4568","409_6005",0.0140008000658012,0.0299533684964778,0,"409","6005","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,20,17,"Resident","Transient","Resident_Transient","R-T",0.663377,0.323704,0.01292,1
"4569","409_6014",0.0131808350645319,0.0246743181399173,0,"409","6014","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,20,17,"Resident","Transient","Resident_Transient","R-T",0.670862,0.317904,0.011234,1
"4570","409_6016",0.00825162871832068,0.0121766038932381,0,"409","6016","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,20,17,"Resident","Resident","Resident_Resident","R-R",0.770399,0.228449,0.001152,1
"4571","409_6017",0.0093697352954013,0.0143268179753539,0,"409","6017","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,20,17,"Resident","Resident","Resident_Resident","R-R",0.736798,0.260476,0.002726,1
"4572","409_606",0.00709155413134207,0.0099191109748931,0,"409","606","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,36,1,"Resident","Resident","Resident_Resident","R-R",0.809703,0.189935,0.000362,1
"4573","409_6102",0.00814016862165973,0.0124894070576664,0,"409","6102","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,18,19,"Resident","Resident","Resident_Resident","R-R",0.77564,0.223362,0.000997,1
"4574","409_6105",0.0180808474437056,0.0171312279235485,1,"409","6105","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,18,19,"Resident","Resident","Resident_Resident","R-R",0.341036,0.657083,0.001881,2
"4575","409_6110",0.0138602388788798,0.0280982726270647,0,"409","6110","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,18,19,"Resident","Transient","Resident_Transient","R-T",0.663377,0.323704,0.01292,1
"4576","409_6112",0.00764525824076835,0.0113502000241449,0,"409","6112","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,18,19,"Resident","Resident","Resident_Resident","R-R",0.780785,0.218352,0.000863,1
"4577","409_6122",0.00796755127238297,0.012011526280701,0,"409","6122","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,18,19,"Resident","Resident","Resident_Resident","R-R",0.780785,0.218352,0.000863,1
"4578","409_6123",0.00952966424505039,0.0148876270049004,0,"409","6123","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,18,19,"Resident","Resident","Resident_Resident","R-R",0.730813,0.266042,0.003145,1
"4579","409_6133",0.00998395350538524,0.0160825353169191,0,"409","6133","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,18,19,"Resident","Resident","Resident_Resident","R-R",0.718481,0.277337,0.004181,1
"4580","409_6138",0.00887280734447602,0.013895471708518,0,"409","6138","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,18,19,"Resident","Resident","Resident_Resident","R-R",0.765059,0.233611,0.001331,1
"4581","409_6139",0.00960972435070189,0.0154952117086726,0,"409","6139","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,18,19,"Resident","Resident","Resident_Resident","R-R",0.724709,0.271664,0.003627,1
"4582","409_6201",0.00701074758084921,0.0102915078170253,0,"409","6201","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,15,22,"Resident","Resident","Resident_Resident","R-R",0.827214,0.172584,0.000202,1
"4583","409_6210",0.0216436564355404,0.0208585762778215,1,"409","6210","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,17,20,"Resident","Resident","Resident_Resident","R-R",0.277192,0.715887,0.006921,2
"4584","409_6220",0.00765970646481105,0.0116201511223767,0,"409","6220","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,17,20,"Resident","Resident","Resident_Resident","R-R",0.785834,0.213419,0.000747,1
