"","dyad","edge","edge_sd","nAssociations","A","B","sexA","sexB","dyadicSex","dSex","absAgeA","absAgeB","ageDiff","resA","resB","dyadicResidency","dRes","P(k1)","P(k2)","P(k3)","likely.k"
"1","1019_102",0.00593963358992581,0.00760293876518026,0,"1019","102","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,44,7,"Resident","Resident","Resident_Resident","R-R",0.86866,0.1313,4e-05,1
"2","1019_1114",0.00738043788068272,0.010410814665905,0,"1019","1114","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,37,0,"Resident","Resident","Resident_Resident","R-R",0.800426,0.19909,0.000484,1
"3","1019_1123",0.0123435368439444,0.0243324552721188,0,"1019","1123","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,37,0,"Resident","Transient","Resident_Transient","R-T",0.670862,0.317904,0.011234,1
"4","1019_1173",0.0073677226620828,0.0103418075384357,0,"1019","1173","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,37,0,"Resident","Resident","Resident_Resident","R-R",0.795654,0.203787,0.000559,1
"5","1019_1179",0.0131737502267152,0.0263123777168629,0,"1019","1179","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,37,0,"Resident","Transient","Resident_Transient","R-T",0.670862,0.317904,0.011234,1
"6","1019_118",0.050721320457559,0.0388505167234867,2,"1019","118","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,44,7,"Resident","Resident","Resident_Resident","R-R",0.028152,0.900013,0.071835,2
"7","1019_120",0.00700430519509652,0.0099677062639422,0,"1019","120","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,44,7,"Resident","Resident","Resident_Resident","R-R",0.818629,0.1811,0.00027,1
"8","1019_124",0.0110571898735844,0.0185746366362049,0,"1019","124","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,44,7,"Resident","Resident","Resident_Resident","R-R",0.698996,0.294605,0.006399,1
"9","1019_1292",0.010555456376222,0.0169298106259058,0,"1019","1292","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,36,1,"Resident","Transient","Resident_Transient","R-T",0.705631,0.288815,0.005554,1
"10","1019_1293",0.0116463016619658,0.0196096057456296,0,"1019","1293","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,36,1,"Resident","Transient","Resident_Transient","R-T",0.685267,0.306249,0.008485,1
"11","1019_1345",0.0134372484874687,0.0247108594692366,0,"1019","1345","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,36,1,"Resident","Transient","Resident_Transient","R-T",0.670862,0.317904,0.011234,1
"12","1019_1424",0.0522877385760042,0.0402493579194795,2,"1019","1424","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,35,2,"Resident","Transient","Resident_Transient","R-T",0.027109,0.892443,0.080448,2
"13","1019_1458",0.00784703914069136,0.0117905811929128,0,"1019","1458","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,35,2,"Resident","Resident","Resident_Resident","R-R",0.79079,0.208563,0.000646,1
"14","1019_16",0.00786546669694996,0.0116948588698503,0,"1019","16","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,43,6,"Resident","Resident","Resident_Resident","R-R",0.780785,0.218352,0.000863,1
"15","1019_1676",0.0108044025818295,0.018697633840142,0,"1019","1676","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,34,3,"Resident","Resident","Resident_Resident","R-R",0.698996,0.294605,0.006399,1
"16","1019_1696",0.0124876992035709,0.0238206240199261,0,"1019","1696","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,34,3,"Resident","Transient","Resident_Transient","R-T",0.678154,0.312081,0.009765,1
"17","1019_18",0.0111184988194191,0.0201743678178745,0,"1019","18","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,44,7,"Resident","Resident","Resident_Resident","R-R",0.692211,0.30042,0.00737,1
"18","1019_1924",0.0135978977319802,0.0271934228909397,0,"1019","1924","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,31,6,"Resident","Transient","Resident_Transient","R-T",0.663377,0.323704,0.01292,1
"19","1019_1966",0.0105033888421708,0.0177797002510426,0,"1019","1966","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,31,6,"Resident","Transient","Resident_Transient","R-T",0.698996,0.294605,0.006399,1
"20","1019_2102",0.0123771010487978,0.0228814150060962,0,"1019","2102","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,34,3,"Resident","Resident","Resident_Resident","R-R",0.678154,0.312081,0.009765,1
"21","1019_28",0.00701342798618816,0.00980709547916311,0,"1019","28","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,42,5,"Resident","Resident","Resident_Resident","R-R",0.822964,0.176802,0.000234,1
"22","1019_3",0.0313426459578394,0.0233856380846482,2,"1019","3","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,45,8,"Resident","Resident","Resident_Resident","R-R",0.051368,0.94119,0.007441,2
"23","1019_33",0.00636098614043065,0.00941546684691646,0,"1019","33","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,37,0,"Resident","Resident","Resident_Resident","R-R",0.854678,0.14525,7.3e-05,1
"24","1019_37",0.00612912132578763,0.00821793427770557,0,"1019","37","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,44,7,"Resident","Resident","Resident_Resident","R-R",0.875209,0.124761,3e-05,1
"25","1019_413",0.00612898238544362,0.00786896771097942,0,"1019","413","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,43,6,"Resident","Resident","Resident_Resident","R-R",0.858286,0.141651,6.3e-05,1
"26","1019_45",0.173914992204339,0.0533545379328854,10,"1019","45","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,44,7,"Resident","Resident","Resident_Resident","R-R",0,0.000674,0.999326,3
"27","1019_480",0.00688400423172013,0.00958164136298749,0,"1019","480","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,43,6,"Resident","Resident","Resident_Resident","R-R",0.83138,0.168445,0.000175,1
"28","1019_509",0.0132205644974925,0.0274945704391313,0,"1019","509","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,43,6,"Resident","Resident","Resident_Resident","R-R",0.678154,0.312081,0.009765,1
"29","1019_549",0.00630629390542627,0.00840085379033371,0,"1019","549","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,43,6,"Resident","Resident","Resident_Resident","R-R",0.843388,0.156499,0.000113,1
"30","1019_558",0.00824488900772881,0.0135350111117015,0,"1019","558","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,43,6,"Resident","Resident","Resident_Resident","R-R",0.780785,0.218352,0.000863,1
"31","1019_606",0.00799593411863695,0.0116499816978947,0,"1019","606","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,36,1,"Resident","Resident","Resident_Resident","R-R",0.785834,0.213419,0.000747,1
"32","1019_76",0.00707411474987073,0.00996227307597043,0,"1019","76","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,44,7,"Resident","Resident","Resident_Resident","R-R",0.805109,0.194473,0.000418,1
"33","1019_804",0.00564256899545645,0.00711661719164374,0,"1019","804","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,39,2,"Resident","Resident","Resident_Resident","R-R",0.884504,0.115477,1.9e-05,1
"34","1019_824",0.017694759832192,0.0164422138734577,1,"1019","824","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,39,2,"Resident","Resident","Resident_Resident","R-R",0.341036,0.657083,0.001881,2
"35","1019_92",0.00693582135028081,0.0100149428042308,0,"1019","92","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,43,6,"Resident","Resident","Resident_Resident","R-R",0.822964,0.176802,0.000234,1
"36","1019_9907",0.00969231474083212,0.0149890817489809,0,"1019","9907","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,37,0,"Resident","Transient","Resident_Transient","R-T",0.718481,0.277337,0.004181,1
"37","1019_9911",0.00629200333109817,0.00861851140305549,0,"1019","9911","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,37,0,"Resident","Resident","Resident_Resident","R-R",0.843388,0.156499,0.000113,1
"38","101_106",0.0101432895219879,0.0169293061851302,0,"101","106","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.718481,0.277337,0.004181,1
"39","101_131",0.0108862471438216,0.018925615634705,0,"101","131","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.698996,0.294605,0.006399,1
"40","101_151",0.0120587338356332,0.0225393795177821,0,"101","151","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,44,0,"Resident","Transient","Resident_Transient","R-T",0.685267,0.306249,0.008485,1
"41","101_152",0.00881400847299694,0.0138531444422935,0,"101","152","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.748425,0.249528,0.002047,1
"42","101_159",0.0102232642532193,0.0176026840073792,0,"101","159","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.712124,0.283056,0.00482,1
"43","101_162",0.0113528128823775,0.0204175642025804,0,"101","162","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.692211,0.30042,0.00737,1
"44","101_17",0.010904280678466,0.0186902694669645,0,"101","17","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.705631,0.288815,0.005554,1
"45","101_235",0.0113922544161536,0.0196152196054828,0,"101","235","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.685267,0.306249,0.008485,1
"46","101_251",0.00998414594029433,0.0154369947903587,0,"101","251","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.724709,0.271664,0.003627,1
"47","101_269",0.0115437357623188,0.019822662401744,0,"101","269","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.692211,0.30042,0.00737,1
"48","101_271",0.0104733363423397,0.0171606314818316,0,"101","271","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.705631,0.288815,0.005554,1
"49","101_289",0.0106065060174565,0.0182019951646826,0,"101","289","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.705631,0.288815,0.005554,1
"50","101_290",0.00948027065953856,0.0153108688558754,0,"101","290","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.742667,0.25497,0.002363,1
"51","101_302",0.0120579564078359,0.0221188875068452,0,"101","302","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.685267,0.306249,0.008485,1
"52","101_306",0.0116415282510958,0.0201938106410354,0,"101","306","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.685267,0.306249,0.008485,1
"53","101_314",0.00876692672867443,0.013483210081805,0,"101","314","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.754074,0.244152,0.001774,1
"54","101_316",0.00969728312341004,0.0155115004870158,0,"101","316","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.718481,0.277337,0.004181,1
"55","101_322",0.0115932214789327,0.0201090601468356,0,"101","322","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.692211,0.30042,0.00737,1
"56","101_332",0.0106815818447043,0.0185184052715953,0,"101","332","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.698996,0.294605,0.006399,1
"57","101_385",0.0120264100546784,0.0222197358927522,0,"101","385","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.692211,0.30042,0.00737,1
"58","101_389",0.0112263041431908,0.0184415855267927,0,"101","389","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.692211,0.30042,0.00737,1
"59","101_399",0.010873528015617,0.0187800753203807,0,"101","399","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.698996,0.294605,0.006399,1
"60","101_406",0.0106046499073158,0.018143830133982,0,"101","406","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.698996,0.294605,0.006399,1
"61","101_407",0.0115447241030102,0.0204863413567368,0,"101","407","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.685267,0.306249,0.008485,1
"62","101_418",0.0105437205340524,0.0177639965823863,0,"101","418","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.712124,0.283056,0.00482,1
"63","101_440",0.0100036206818318,0.0158405643101697,0,"101","440","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.712124,0.283056,0.00482,1
"64","101_47",0.00893512231862532,0.0126185479022938,0,"101","47","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.736798,0.260476,0.002726,1
"65","101_477",0.0114551356567491,0.0193805534811311,0,"101","477","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.692211,0.30042,0.00737,1
"66","101_51",0.00952262679480724,0.0155373919012164,0,"101","51","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.736798,0.260476,0.002726,1
"67","101_531",0.0114707438414857,0.020548001018886,0,"101","531","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.692211,0.30042,0.00737,1
"68","101_54",0.0441424600712042,0.049605464958309,1,"101","54","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.168176,0.757862,0.073961,2
"69","101_61",0.00882221862303808,0.0137715042652344,0,"101","61","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.748425,0.249528,0.002047,1
"70","101_64",0.0112902088972885,0.0187718385065351,0,"101","64","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.692211,0.30042,0.00737,1
"71","101_85",0.0366321177869093,0.0408263737146516,1,"101","85","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.184954,0.763335,0.051711,2
"72","101_89",0.00930478472847919,0.0149217632593513,0,"101","89","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.730813,0.266042,0.003145,1
"73","101_9",0.011189361985235,0.0189614539620728,0,"101","9","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.692211,0.30042,0.00737,1
"74","101_94",0.0115029715065965,0.0199778307603858,0,"101","94","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.692211,0.30042,0.00737,1
"75","101_98",0.0103155553171274,0.0169200869518462,0,"101","98","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.718481,0.277337,0.004181,1
"76","101_9901",0.0116966260925989,0.0207213862824149,0,"101","9901","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,44,0,"Resident","Resident","Resident_Resident","R-R",0.692211,0.30042,0.00737,1
"77","101_9902",0.0107186809765423,0.0181452506315697,0,"101","9902","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,43,1,"Resident","Resident","Resident_Resident","R-R",0.712124,0.283056,0.00482,1
"78","101_9910",0.0108205381273207,0.0190141486666454,0,"101","9910","Male","Female-Juvenile","Female-Juvenile_Male","F-M",44,43,1,"Resident","Transient","Resident_Transient","R-T",0.692211,0.30042,0.00737,1
"79","1020_1114",0.00889671925106384,0.0135800169393436,0,"1020","1114","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,37,0,"Resident","Resident","Resident_Resident","R-R",0.736798,0.260476,0.002726,1
"80","1020_1123",0.0107915295753642,0.018732945641483,0,"1020","1123","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,37,0,"Resident","Transient","Resident_Transient","R-T",0.692211,0.30042,0.00737,1
"81","1020_1173",0.00955395832707792,0.0152521525703908,0,"1020","1173","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,37,0,"Resident","Resident","Resident_Resident","R-R",0.730813,0.266042,0.003145,1
"82","1020_1179",0.0113046192077016,0.0211962757388892,0,"1020","1179","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,37,0,"Resident","Transient","Resident_Transient","R-T",0.692211,0.30042,0.00737,1
"83","1020_118",0.0107217064391887,0.0178629254028314,0,"1020","118","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,44,7,"Resident","Resident","Resident_Resident","R-R",0.718481,0.277337,0.004181,1
"84","1020_120",0.00951088445129615,0.0155221074245519,0,"1020","120","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,44,7,"Resident","Resident","Resident_Resident","R-R",0.736798,0.260476,0.002726,1
"85","1020_124",0.00866104117002804,0.0137666283430797,0,"1020","124","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,44,7,"Resident","Resident","Resident_Resident","R-R",0.748425,0.249528,0.002047,1
"86","1020_1292",0.0096613628813938,0.0156377221932339,0,"1020","1292","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,36,1,"Resident","Transient","Resident_Transient","R-T",0.736798,0.260476,0.002726,1
"87","1020_1293",0.0101424114604572,0.0166767642091973,0,"1020","1293","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,36,1,"Resident","Transient","Resident_Transient","R-T",0.718481,0.277337,0.004181,1
"88","1020_1345",0.0103287552707125,0.0170174725594572,0,"1020","1345","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,36,1,"Resident","Transient","Resident_Transient","R-T",0.705631,0.288815,0.005554,1
"89","1020_16",0.0097944637021432,0.0157844493184931,0,"1020","16","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,43,6,"Resident","Resident","Resident_Resident","R-R",0.718481,0.277337,0.004181,1
"90","1020_18",0.00910572198948972,0.0141836032076459,0,"1020","18","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,44,7,"Resident","Resident","Resident_Resident","R-R",0.742667,0.25497,0.002363,1
"91","1020_28",0.00880550609432536,0.0128055602412602,0,"1020","28","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,42,5,"Resident","Resident","Resident_Resident","R-R",0.754074,0.244152,0.001774,1
"92","1020_3",0.00963127400410788,0.015575790988626,0,"1020","3","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,45,8,"Resident","Resident","Resident_Resident","R-R",0.718481,0.277337,0.004181,1
"93","1020_33",0.00895753009775698,0.01374464105909,0,"1020","33","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,37,0,"Resident","Resident","Resident_Resident","R-R",0.736798,0.260476,0.002726,1
"94","1020_37",0.00897180779071811,0.0142878623734193,0,"1020","37","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,44,7,"Resident","Resident","Resident_Resident","R-R",0.748425,0.249528,0.002047,1
"95","1020_413",0.00813221621546236,0.0120343430205359,0,"1020","413","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,43,6,"Resident","Resident","Resident_Resident","R-R",0.759618,0.238846,0.001536,1
"96","1020_45",0.0244290145025606,0.0254025520305487,1,"1020","45","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,44,7,"Resident","Resident","Resident_Resident","R-R",0.253201,0.735235,0.011564,2
"97","1020_480",0.00935311324972988,0.0145630109939902,0,"1020","480","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,43,6,"Resident","Resident","Resident_Resident","R-R",0.742667,0.25497,0.002363,1
"98","1020_509",0.00969807570623249,0.0158474633689147,0,"1020","509","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,43,6,"Resident","Resident","Resident_Resident","R-R",0.730813,0.266042,0.003145,1
"99","1020_549",0.00842228695229389,0.0131629372766347,0,"1020","549","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,43,6,"Resident","Resident","Resident_Resident","R-R",0.748425,0.249528,0.002047,1
"100","1020_558",0.00957078488792481,0.0147027412557118,0,"1020","558","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,43,6,"Resident","Resident","Resident_Resident","R-R",0.718481,0.277337,0.004181,1
"101","1020_606",0.011255546689213,0.0190442185757641,0,"1020","606","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,36,1,"Resident","Resident","Resident_Resident","R-R",0.698996,0.294605,0.006399,1
"102","1020_76",0.00953549428199482,0.0156307404641459,0,"1020","76","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,44,7,"Resident","Resident","Resident_Resident","R-R",0.730813,0.266042,0.003145,1
"103","1020_804",0.00915607528611105,0.0149963996688696,0,"1020","804","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,39,2,"Resident","Resident","Resident_Resident","R-R",0.748425,0.249528,0.002047,1
"104","1020_824",0.00965268777754989,0.0159867674848341,0,"1020","824","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,39,2,"Resident","Resident","Resident_Resident","R-R",0.736798,0.260476,0.002726,1
"105","1020_92",0.0084718046752116,0.0128908350110065,0,"1020","92","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,43,6,"Resident","Resident","Resident_Resident","R-R",0.754074,0.244152,0.001774,1
"106","1020_9907",0.00904081176615662,0.0151474154498831,0,"1020","9907","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,37,0,"Resident","Transient","Resident_Transient","R-T",0.736798,0.260476,0.002726,1
"107","1020_9911",0.0079061157656929,0.011521658731862,0,"1020","9911","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,37,0,"Resident","Resident","Resident_Resident","R-R",0.780785,0.218352,0.000863,1
"108","1025_1114",0.0108522256313458,0.0199563155613804,0,"1025","1114","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,37,0,"Resident","Resident","Resident_Resident","R-R",0.698996,0.294605,0.006399,1
"109","1025_1123",0.0121948008834411,0.0222632679857106,0,"1025","1123","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,37,0,"Resident","Transient","Resident_Transient","R-T",0.670862,0.317904,0.011234,1
"110","1025_1173",0.0123848551517709,0.0249374997771565,0,"1025","1173","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,37,0,"Resident","Resident","Resident_Resident","R-R",0.685267,0.306249,0.008485,1
"111","1025_1179",0.0132399061359696,0.0259591150568503,0,"1025","1179","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,37,0,"Resident","Transient","Resident_Transient","R-T",0.670862,0.317904,0.011234,1
"112","1025_118",0.0105176203280794,0.018113025894001,0,"1025","118","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,44,7,"Resident","Resident","Resident_Resident","R-R",0.705631,0.288815,0.005554,1
"113","1025_120",0.00839221429412518,0.0130716859560299,0,"1025","120","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,44,7,"Resident","Resident","Resident_Resident","R-R",0.765059,0.233611,0.001331,1
"114","1025_124",0.0114754925262528,0.0203328591411987,0,"1025","124","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,44,7,"Resident","Resident","Resident_Resident","R-R",0.698996,0.294605,0.006399,1
"115","1025_1292",0.0105687914649564,0.0177830856006284,0,"1025","1292","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,36,1,"Resident","Transient","Resident_Transient","R-T",0.705631,0.288815,0.005554,1
"116","1025_1293",0.0114303394795427,0.0204525380304777,0,"1025","1293","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,36,1,"Resident","Transient","Resident_Transient","R-T",0.685267,0.306249,0.008485,1
"117","1025_1345",0.0125358098684535,0.022430377352618,0,"1025","1345","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,36,1,"Resident","Transient","Resident_Transient","R-T",0.670862,0.317904,0.011234,1
"118","1025_1424",0.011185279735457,0.0189437543252129,0,"1025","1424","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,35,2,"Resident","Transient","Resident_Transient","R-T",0.698996,0.294605,0.006399,1
"119","1025_1458",0.00965284614970784,0.0159160567967643,0,"1025","1458","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,35,2,"Resident","Resident","Resident_Resident","R-R",0.724709,0.271664,0.003627,1
"120","1025_16",0.0107596288951839,0.0183675424712651,0,"1025","16","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,43,6,"Resident","Resident","Resident_Resident","R-R",0.705631,0.288815,0.005554,1
"121","1025_1676",0.0108173995912219,0.0185131004724162,0,"1025","1676","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,34,3,"Resident","Resident","Resident_Resident","R-R",0.698996,0.294605,0.006399,1
"122","1025_1696",0.0145249277733071,0.031032879440141,0,"1025","1696","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,34,3,"Resident","Transient","Resident_Transient","R-T",0.663377,0.323704,0.01292,1
"123","1025_1739",0.0125641500836755,0.0243551121841373,0,"1025","1739","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,32,5,"Resident","Resident","Resident_Resident","R-R",0.670862,0.317904,0.011234,1
"124","1025_1779",0.0110073095794757,0.0185262447019587,0,"1025","1779","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,31,6,"Resident","Resident","Resident_Resident","R-R",0.698996,0.294605,0.006399,1
"125","1025_18",0.0115335456220702,0.019190848672856,0,"1025","18","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,44,7,"Resident","Resident","Resident_Resident","R-R",0.692211,0.30042,0.00737,1
"126","1025_1829",0.0132119248649902,0.0257922755196357,0,"1025","1829","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,31,6,"Resident","Resident","Resident_Resident","R-R",0.670862,0.317904,0.011234,1
"127","1025_1924",0.0130658659790926,0.0257539481862705,0,"1025","1924","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,31,6,"Resident","Transient","Resident_Transient","R-T",0.663377,0.323704,0.01292,1
"128","1025_1966",0.0102866668988417,0.0175953082622513,0,"1025","1966","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,31,6,"Resident","Transient","Resident_Transient","R-T",0.698996,0.294605,0.006399,1
"129","1025_2028",0.0555161022746763,0.0675775711491164,1,"1025","2028","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,31,6,"Resident","Resident","Resident_Resident","R-R",0.151237,0.744143,0.10462,2
"130","1025_2048",0.0607071047994153,0.0740269264760122,1,"1025","2048","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,31,6,"Resident","Resident","Resident_Resident","R-R",0.145536,0.73738,0.117084,2
"131","1025_2102",0.0122909175207543,0.0250806142460176,0,"1025","2102","Female-Juvenile","Male","Female-Juvenile_Male","F-M",37,34,3,"Resident","Resident","Resident_Resident","R-R",0.685267,0.306249,0.008485,1
